title,year,journal,method,markerGene,nSamples,seqDepth,simIndex,otuDefinition,taxa,medium,biome,scale,mantelR,pValue,notes
+ACI-Patterns and Processes in Marine Microeukaryotic Community Biogeography from Xiamen Coastal Waters and Intertidal Sediments, Southeast China+ACI-,2017,Frontiers in Microbiology,illumina,18S,12,33996,bray,0.97,eukarya,sediment,sediment,12.54235,0.622,0.001,NA
+ACI-Patterns and Processes in Marine Microeukaryotic Community Biogeography from Xiamen Coastal Waters and Intertidal Sediments, Southeast China+ACI-,2017,Frontiers in Microbiology,illumina,18S,10,33996,bray,0.97,eukarya,water,ocean,19.39535,+AC0-0.029,0.85,NA
City+AC0-scale distribution and dispersal routes of mycobiome in residences,2017,Microbiome,illumina,18S,76,1058,jaccard,0.97,fungi,air,urban,30,0.002,0.4,NA
Climate controls prokaryotic community composition in desert soils of the southwestern United States,2017,FEMS Microbiology Ecology,illumina,16S,88,5000,bray,0.97,bacteria,soil,desert,888,0.36,0.001,NA
Microbial diversity in an intensively managed landscape is structured by landscape connectivity,2017,FEMS Microbiology Ecology,illumina,16S,36,10000,w+AF8-unifrac,0.97,bacteria,soil,agriculture,27.54095,+AC0-0.13,NA,NA
Microbial diversity in an intensively managed landscape is structured by landscape connectivity,2017,FEMS Microbiology Ecology,illumina,16S,14,10000,w+AF8-unifrac,0.97,bacteria,sediment,river,27.23884,0.2,NA,NA
Microbial diversity in an intensively managed landscape is structured by landscape connectivity,2017,FEMS Microbiology Ecology,illumina,16S,27,10000,w+AF8-unifrac,0.97,bacteria,water,river,31.57764,0.08,NA,NA
Biogeography and ecological diversity patterns of rare and abundant bacteria in oil+AC0-contaminated soils,2017,Molecular Ecology,illumina,16S,38,36920,bray,0.97,bacteria,soil,grassland,360,0.3381,0.01,common
Biogeography and ecological diversity patterns of rare and abundant bacteria in oil+AC0-contaminated soils,2017,Molecular Ecology,illumina,16S,38,36920,bray,0.97,bacteria,soil,grassland,360,0.3539,0.01,rare
+ACI-Relative roles of competition, environmental selection and spatial processes in structuring soil bacterial communities in the Qinghai+AC0-Tibetan Plateau+ACI-,2017,Fungal Ecology,ARISA,ITS,240,NA,bray,NA,fungi,host,forest,17.06215,0.2837,0.001,south
+ACI-Relative roles of competition, environmental selection and spatial processes in structuring soil bacterial communities in the Qinghai+AC0-Tibetan Plateau+ACI-,2017,Fungal Ecology,ARISA,ITS,240,NA,bray,NA,fungi,host,forest,16.95822,0.1843,0.001,north
Transition boundaries for protistan species turnover in hypersaline waters of different biogeographic regions,2017,Environmental Microbiology,illumina,18S,24,61+AKA-774,sorensen,1,eukarya,sediment,sediment,11626.09,0.25,0.001,NA
Distance decay relationships in foliar fungal endophytes are driven by rare taxa,2017,Environmental Microbiology,illumina,ITS,127,NA,bray,0.95,fungi,host,forest,110,0.22,0.001,NA
Ecological Succession Pattern of Fungal Community in Soil along a Retreating Glacier,2017,Frontiers in Microbiology,pyrosequencing,ITS,36,4184,bray,0.97,fungi,soil,forest,1.840173,0.26,0.003,NA
Biogeography of cryoconite bacterial communities on glaciers of the Tibetan Plateau,2017,FEMS Microbiology Ecology,illumina,16S,29,26800,u+AF8-unifrac,0.97,bacteria,sediment,glacier,1396.279,0.855,0.001,NA
Land scale biogeography of arsenic biotransformation genes in estuarine wetland,2017,Environmental Microbiology,illumina,16S,14,NA,bray,0.97,bacteria,sediment,sediment,1624.666,0.371,0.001,NA
Land scale biogeography of arsenic biotransformation genes in estuarine wetland,2017,Environmental Microbiology,illumina,arsM,14,17434,bray,0.97,bacteria,sediment,sediment,1624.666,0.512,0.001,NA
Geographical variation in soil bacterial community structure in tropical forests in Southeast Asia and temperate forests in Japan based on pyrosequencing analysis of 16S rRNA,2017,Genes and Genetic Systems,pyrosequencing,16S,28,2951,jaccard,0.97,bacteria,soil,forest,10000,0.45,0.0001,NA
Geographical variation in soil bacterial community structure in tropical forests in Southeast Asia and temperate forests in Japan based on pyrosequencing analysis of 16S rRNA,2017,Genes and Genetic Systems,pyrosequencing,16S,28,2951,w+AF8-unifrac,0.97,bacteria,soil,forest,10000,0.11,0.204,NA
High taxonomic variability despite stable functional structure across microbial communities,2017,Nature Ecology and Evolution,illumina,16S,22,NA,bray,0.99,bacteria,sediment,forest,0.13,0.13,0.09,NA
+ACI-Distinct Biogeographic Patterns for Archaea, Bacteria, and Fungi along the Vegetation Gradient at the Continental Scale in Eastern China+ACI-,2017,mSystems,pyrosequencing,16S,110,NA,bray,0.97,bacteria,soil,forest,3000,0.059,0.012,NA
+ACI-Distinct Biogeographic Patterns for Archaea, Bacteria, and Fungi along the Vegetation Gradient at the Continental Scale in Eastern China+ACI-,2017,mSystems,pyrosequencing,16S,110,NA,bray,0.97,archaea,soil,forest,3000,+AC0-0.015,0.657,NA
+ACI-Distinct Biogeographic Patterns for Archaea, Bacteria, and Fungi along the Vegetation Gradient at the Continental Scale in Eastern China+ACI-,2017,mSystems,pyrosequencing,18S,110,NA,bray,0.97,fungi,soil,forest,3000,0.055,0.051,NA
Fungal community assemblages in a high elevation desert environment: Absence of dispersal limitation and edaphic effects in surface soil,2017,Soil Biology and Biochemistry,illumina,ITS,13,22466,bray,0.97,fungi,soil,desert,925,0.142,0.181,surface
Fungal community assemblages in a high elevation desert environment: Absence of dispersal limitation and edaphic effects in surface soil,2017,Soil Biology and Biochemistry,illumina,ITS,13,22466,bray,0.97,fungi,soil,desert,925,0.659,0.001,subsurface
Floral organs act as environmental filters and interact with pollinators to structure the yellow monkeyflower (Mimulus guttatus) floral microbiome,2019,Molecular Ecology,illumina,16S,16,1200,bray,0.97,bacteria,host,flower,2.55474,0.266,0.038,stamen
Floral organs act as environmental filters and interact with pollinators to structure the yellow monkeyflower (Mimulus guttatus) floral microbiome,2019,Molecular Ecology,illumina,16S,NA,1200,bray,0.97,bacteria,host,flower,2.55474,0.258,0.032,leaf
Environmental and spatial variables determine the taxonomic but not functional structure patterns of microbial communities in alpine grasslands,2019,Science of the total environment,illumina,16S,20,11612,bray,0.97,bacteria,soil,grassland,70,0.204,0.017,NA
Environmental and spatial variables determine the taxonomic but not functional structure patterns of microbial communities in alpine grasslands,2019,Science of the total environment,illumina,ITS,20,3018,bray,0.97,fungi,soil,grassland,70,0.387,0.002,NA
Abundant and Rare Microbial Biospheres Respond Differently to Environmental and Spatial Factors in Tibetan Hot Springs,2018,Frontiers in Microbiology,illumina,16S,66,22938,bray,0.97,Bac+AF8-arch,sediment,river,610,0.159,0.001,NA
Ecological patterns and adaptability of bacterial communities in alkaline copper mine drainage,2018,Water Research,illumina,16S,5,23429,bray,NA,bacteria,water,lake,NA,0.215,NA,NA
Benthic Algal Community Structures and Their Response to Geographic Distance and Environmental Variables in the Qinghai+AC0-Tibetan Lakes With Different Salinity,2018,Frontiers in Microbiology,illumina,23S,18,8843,bray,0.97,eukarya,sediment,lake,514,0.578,0.001,NA
Phylum+AC0-Level Archaeal Distributions in the Sediments of Chinese Lakes With a Large Range of Salinity,2018,Geomicrobiology Journal,illumina,16S,38,24805,bray,0.97,archaea,sediment,lake,3656,0.197,0.001,NA
Community composition and assembly processes of the free+AC0-living and particle+AC0-attached bacteria in Taihu Lake,2017,FEMS Microbiology Ecology,pyrosequencing,16S,13,2411,betaMNTD,0.97,bacteria,water,lake,67.85,+AC0-0.3311,NA,free
Community composition and assembly processes of the free+AC0-living and particle+AC0-attached bacteria in Taihu Lake,2017,FEMS Microbiology Ecology,pyrosequencing,16S,13,2411,betaMNTD,0.97,bacteria,water,lake,67.85,+AC0-0.0122,NA,particle
Community composition and assembly processes of the free+AC0-living and particle+AC0-attached bacteria in Taihu Lake,2017,FEMS Microbiology Ecology,pyrosequencing,16S,13,2411,bray,0.97,bacteria,water,lake,67.85,0.2482,0.0285,free
Community composition and assembly processes of the free+AC0-living and particle+AC0-attached bacteria in Taihu Lake,2017,FEMS Microbiology Ecology,pyrosequencing,16S,13,2411,bray,0.97,bacteria,water,lake,67.85,0.3969,0.0003,particle
+ACI-Soil Property and Plant Diversity Determine Bacterial Turnover and Network Interactions in a Typical Arid Inland River Basin, Northwest China+ACI-,2019,Frontiers in Microbiology,illumina,16S,39,18182,bray,0.97,bacteria,soil,grassland,60,0.3574,0.0001,NA
+ACI-Soil Property and Plant Diversity Determine Bacterial Turnover and Network Interactions in a Typical Arid Inland River Basin, Northwest China+ACI-,2019,Frontiers in Microbiology,illumina,16S,39,18182,beta+AF8-bray,0.97,bacteria,soil,grassland,60,0.3626,0.0001,NA
+ACI-Soil Property and Plant Diversity Determine Bacterial Turnover and Network Interactions in a Typical Arid Inland River Basin, Northwest China+ACI-,2019,Frontiers in Microbiology,illumina,16S,39,18182,nes+AF8-bray,0.97,bacteria,soil,grassland,60,+AC0-0.0642,NA,NA
Intensive allochthonous inputs along the Ganges River and their effect on microbial community composition and dynamics,2019,Environmental Microbiology,illumina,metagenome,18,34192561,Mash,NA,all,water,river,674,0.83,0.001,dry
Intensive allochthonous inputs along the Ganges River and their effect on microbial community composition and dynamics,2019,Environmental Microbiology,illumina,metagenome,18,34192561,Mash,NA,all,water,river,674,0.37,0.1,wet
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,16S,90,2500,sorensen,0.97,bacteria,host,ocean,0.00199,0.7059,0.0001,NA
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,UPA,90,2500,sorensen,0.97,eukarya,host,ocean,0.00199,0.2147,0.1072,NA
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,tufA,90,1000,sorensen,0.98,bac+AF8-euk,host,ocean,0.00199,0.3029,0.0543,NA
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,16S,90,2500,bray,0.97,bacteria,host,ocean,0.00199,0.698,0.0002,NA
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,UPA,90,2500,bray,0.97,eukarya,host,ocean,0.00199,0.1289,0.2247,NA
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,tufA,90,1000,bray,0.98,bac+AF8-euk,host,ocean,0.00199,0.1102,0.2611,NA
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,16S,90,2500,w+AF8-unifrac,0.97,bacteria,host,ocean,0.00199,0.4252,0.0128,NA
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,UPA,90,2500,w+AF8-unifrac,0.97,eukarya,host,ocean,0.00199,0.0644,0.3428,NA
Highly structured prokaryote communities exist within the skeleton of coral colonies,2018,ISME,illumina,tufA,90,1000,w+AF8-unifrac,0.98,bac+AF8-euk,host,ocean,0.00199,0.1286,0.2345,NA
