authors,title,journal,year,vol,DOI,reviewer,screened,access,use
"Hu, Y; Cai, J; Bai, CR; Shao, KQ; Tang, XM; Gao, G",Contrasting patterns of the bacterial and archaeal communities in a high-elevation river in northwestern China,JOURNAL OF MICROBIOLOGY,2018,56,10.1007/s12275-018-7244-y,me,YES,,
"Yuan, HY; Liu, PP; Wang, N; Li, XM; Zhu, YG; Khan, ST; Alkhedhairy, AA; Sun, GX",The influence of soil properties and geographical distance on the bacterial community compositions of paddy soils enriched on SMFC anodes,JOURNAL OF SOILS AND SEDIMENTS,2018,18,10.1007/s11368-017-1769-2,me,maybe,,
"Glynou, K; Nam, B; Thines, M; Macia-Vicente, JG",Facultative root-colonizing fungi dominate endophytic assemblages in roots of nonmycorrhizal Microthlaspi species,NEW PHYTOLOGIST,2018,217,10.1111/nph.14873,me,maybe,,
"Steinert, G; Gutleben, J; Atikana, A; Wijffels, RH; Smidt, H; Sipkema, D",Coexistence of poribacterial phylotypes among geographically widespread and phylogenetically divergent sponge hosts,ENVIRONMENTAL MICROBIOLOGY REPORTS,2018,10,10.1111/1758-2229.12609,me,maybe,,
"Zhang, WJ; Pan, YB; Yang, J; Chen, HH; Holohan, B; Vaudrey, J; Lin, SJ; McManus, GB",The diversity and biogeography of abundant and rare intertidal marine microeukaryotes explained by environment and dispersal limitation,ENVIRONMENTAL MICROBIOLOGY,2018,20,10.1111/1462-2920.13916,me,YES,,
"Choudoir, MJ; Barberan, A; Menninger, HL; Dunn, RR; Fierer, N",Variation in range size and dispersal capabilities of microbial taxa,ECOLOGY,2018,99,10.1002/ecy.2094,me,maybe,,
"Wu, WX; Lu, HP; Sastri, A; Yeh, YC; Gong, GC; Chou, WC; Hsieh, CH",Contrasting the relative importance of species sorting and dispersal limitation in shaping marine bacterial versus protist communities,ISME JOURNAL,2018,12,10.1038/ismej.2017.183,me,YES,,
"Yu, SX; Pang, YL; Wang, YC; Li, JL; Qin, S",Distribution of bacterial communities along the spatial and environmental gradients from Bohai Sea to northern Yellow Sea,PEERJ,2018,6,10.7717/peerj.4272,me,YES,,
"Rubio-Portillo, E; Kersting, DK; Linares, C; Ramos-Espla, AA; Anton, J",Biogeographic Differences in the Microbiome and Pathobiome of the Coral Cladocora caespitosa in the Western Mediterranean Sea,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.00022,me,maybe,,
"Liu, T; Zhang, AN; Wang, JW; Liu, SF; Jiang, XT; Dang, CY; Ma, T; Liu, ST; Chen, Q; Xie, SG; Zhang, T; Ni, JR",Integrated biogeography of planktonic and sedimentary bacterial communities in the Yangtze River,MICROBIOME,2018,6,10.1186/s40168-017-0388-x,me,maybe,,
"Koberl, M; Dita, M; Nimusiima, J; Tumuhairwe, JB; Kubiriba, J; Staver, C; Berg, G",The banana microbiome: stability and potential health indicators,X INTERNATIONAL SYMPOSIUM ON BANANA: ISHS - PROMUSA SYMPOSIUM ON AGROECOLOGICAL APPROACHES TO PROMOTE INNOVATIVE BANANA PRODUCTION SYSTEMS,2018,1196,10.17660/ActaHortic.2018.1196.1,me,maybe,,
"Tian, J; He, NP; Hale, L; Niu, SL; Yu, GR; Liu, Y; Blagodatskaya, E; Kuzyakov, Y; Gao, Q; Zhou, JZ",Soil organic matter availability and climate drive latitudinal patterns in bacterial diversity from tropical to cold temperate forests,FUNCTIONAL ECOLOGY,2018,32,10.1111/1365-2435.12952,me,maybe,,
"Zhang, JF; Nasir, F; Tian, L; Bahadur, A; Batool, A; Ma, LN; Zhou, X; Zhao, SX; Tian, CJ",Impact of Ecological Factors on the Diversity and Community Assemblage of the Bacteria Harbored in the Rhizosphere of Hippophae rhamnoides,INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,2018,20,10.17957/IJAB/15.0689,me,YES,,
"Wang, D; Rui, YC; Ding, K; Cui, XY; Hao, YB; Tang, L; Pang, Z; Zhang, B; Zhou, ST; Wang, K; Wang, YF",Precipitation drives the biogeographic distribution of soil fungal community in Inner Mongolian temperate grasslands,JOURNAL OF SOILS AND SEDIMENTS,2018,18,10.1007/s11368-017-1727-z,me,maybe,,
"Li, W; Wang, MM; Pan, HQ; Burgaud, G; Liang, SK; Guo, JJ; Luo, T; Li, ZX; Zhang, SM; Cai, L",Highlighting patterns of fungal diversity and composition shaped by ocean currents using the East China Sea as a model,MOLECULAR ECOLOGY,2018,27,10.1111/mec.14440,me,maybe,,
"Badger, M; Tucker, SJ; Grattepanche, JD; Katz, LA",Rapid turnover of ciliate community members in New England tide pools,AQUATIC MICROBIAL ECOLOGY,2018,80,10.3354/ame01839,me,maybe,,
"Zhao, F; Filker, S; Xu, KD; Huang, PP; Zheng, S",Patterns and Drivers of Vertical Distribution of the Ciliate Community from the Surface to the Abyssopelagic Zone in the Western Pacific Ocean,FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.02559,me,YES,,
"Storesund, JE; Sandaa, RA; Thingstad, TF; Asplin, L; Albretsen, J; Erga, SR","Linking bacterial community structure to advection and environmental impact along a coast-fjord gradient of the Sognefjord, western Norway",PROGRESS IN OCEANOGRAPHY,2017,159,10.1016/j.pocean.2017.09.002,me,YES,,
"Miura, T; Sanchez, R; Castaneda, LE; Godoy, K; Barbosa, O",Is microbial terroir related to geographic distance between vineyards?,ENVIRONMENTAL MICROBIOLOGY REPORTS,2017,9,10.1111/1758-2229.12589,me,YES,,
"Lee, JA; Francis, CA",Deep nirS amplicon sequencing of San Francisco Bay sediments enables prediction of geography and environmental conditions from denitrifying community composition,ENVIRONMENTAL MICROBIOLOGY,2017,19,10.1111/1462-2920.13920,me,maybe,,
"Kohout, P; Bahram, M; Polme, S; Tedersoo, L","Elevation, space and host plant species structure Ericaceae root-associated fungal communities in Papua New Guinea",FUNGAL ECOLOGY,2017,30,10.1016/j.funeco.2017.09.004,me,maybe,,
"Wang, YP; Guo, XH; Zheng, PF; Zou, SB; Li, GH; Gong, J",Distinct seasonality of chytrid-dominated benthic fungal communities in the neritic oceans (Bohai Sea and North Yellow Sea),FUNGAL ECOLOGY,2017,30,10.1016/j.funeco.2017.08.008,me,maybe,,
"Clark, DR; Mathieu, M; Mourot, L; Dufosse, L; Underwood, GJC; Dumbrell, AJ; McGenity, TJ",Biogeography at the limits of life: Do extremophilic microbial communities show biogeographical regionalization?,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2017,26,10.1111/geb.12670,me,YES,,
"Zhou, X; Tian, L; Zhang, JF; Ma, LN; Li, XJ; Tian, CJ",Rhizospheric fungi and their link with the nitrogen-fixing Frankia harbored in host plant Hippophae rhamnoides L,JOURNAL OF BASIC MICROBIOLOGY,2017,57,10.1002/jobm.201700312,me,YES,,
"Segawa, T; Yonezawa, T; Edwards, A; Akiyoshi, A; Tanaka, S; Uetake, J; Irvine-Fynn, T; Fukui, K; Li, ZQ; Takeuchi, N",Biogeography of cryoconite forming cyanobacteria on polar and Asian glaciers,JOURNAL OF BIOGEOGRAPHY,2017,44,10.1111/jbi.13089,me,maybe,,
"Chen, YL; Deng, Y; Ding, JZ; Hu, HW; Xu, TL; Li, F; Yang, GB; Yang, YH",Distinct microbial communities in the active and permafrost layers on the Tibetan Plateau,MOLECULAR ECOLOGY,2017,26,10.1111/mec.14396,me,YES,,
"Glassman, SI; Wang, IJ; Bruns, TD",Environmental filtering by pH and soil nutrients drives community assembly in fungi at fine spatial scales,MOLECULAR ECOLOGY,2017,26,10.1111/mec.14414,me,YES,,
"Tian, JQ; Wu, B; Chen, H; Jiang, N; Kang, XM; Liu, XZ","Patterns and drivers of fungal diversity along an altitudinal gradient on Mount Gongga, China",JOURNAL OF SOILS AND SEDIMENTS,2017,17,10.1007/s11368-017-1701-9,me,maybe,,
"Juhanson, J; Hallin, S; Soderstrom, M; Stenberg, M; Jones, CM",Spatial and phyloecological analyses of nosZ genes underscore niche differentiation amongst terrestrial N2O reducing communities,SOIL BIOLOGY & BIOCHEMISTRY,2017,115,10.1016/j.soilbio.2017.08.013,me,maybe,,
"Xiong, HY; Zhang, XX; Guo, HJ; Ji, YY; Li, Y; Wang, XL; Zhao, W; Mo, FY; Chen, JC; Yang, T; Zong, XX; Chen, WX; Tian, CF",The epidemicity of facultative microsymbionts in faba bean rhizosphere soils,SOIL BIOLOGY & BIOCHEMISTRY,2017,115,10.1016/j.soilbio.2017.08.032,me,maybe,,
"Tucker, SJ; McManus, GB; Katz, LA; Grattepanche, JD",Distribution of Abundant and Active Planktonic Ciliates in Coastal and Slope Waters Off New England,FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.02178,me,maybe,,
"Kleinteich, J; Hildebrand, F; Bahram, M; Voigt, AY; Wood, SA; Jungblut, AD; Kupper, FC; Quesada, A; Camacho, A; Pearce, DA; Convey, P; Vincent, WF; Zarfl, C; Bork, P; Dietrich, DR",Pole-to-Pole Connections: Similarities between Arctic and Antarctic Microbiomes and Their Vulnerability to Environmental Change,FRONTIERS IN ECOLOGY AND EVOLUTION,2017,5,10.3389/fevo.2017.00137,me,maybe,,
"Wang, JM; Zhang, TH; Li, LP; Li, JW; Feng, YM; Lu, Q",The Patterns and Drivers of Bacterial and Fungal beta-Diversity in a Typical Dryland Ecosystem of Northwest China,FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.02126,me,YES,,
"Sanchez-Maranon, M; Miralles, I; Aguirre-Garrido, JF; Anguita-Maeso, M; Millan, V; Ortega, R; Garcia-Salcedo, JA; Martinez-Abarca, F; Soriano, M",Changes in the soil bacterial community along a pedogenic gradient,SCIENTIFIC REPORTS,2017,7,10.1038/s41598-017-15133-x,me,maybe,,
"Techtman, SM; Mahmoudi, N; Whitt, KT; Campa, MF; Fortney, JL; Joyner, DC; Hazen, TC",Comparison of Thaumarchaeotal populations from four deep sea basins,FEMS MICROBIOLOGY ECOLOGY,2017,93,10.1093/femsec/fix128,me,maybe,,
"Wilhelm, RC; Cardenas, E; Maas, KR; Leung, H; McNeil, L; Berch, S; Chapman, W; Hope, G; Kranabetter, JM; Dube, S; Busse, M; Fleming, R; Hazlett, P; Webster, KL; Morris, D; Scott, DA; Mohn, WW",Biogeography and organic matter removal shape long-term effects of timber harvesting on forest soil microbial communities,ISME JOURNAL,2017,11,10.1038/ismej.2017.109,me,maybe,,
"Venter, PC; Nitsche, F; Domonell, A; Heger, P; Arndt, H",The Protistan Microbiome of Grassland Soil: Diversity in the Mesoscale,PROTIST,2017,168,10.1016/j.protis.2017.03.005,me,YES,,
"Chen, RR; Zhong, LH; Jing, ZW; Guo, ZY; Li, ZP; Lin, XG; Feng, YZ",Fertilization decreases compositional variation of paddy bacterial community across geographical gradient,SOIL BIOLOGY & BIOCHEMISTRY,2017,114,10.1016/j.soilbio.2017.07.013,me,YES,,
"Mogul, R; Vaishampayan, P; Bashir, M; McKay, CP; Schubert, K; Bornaccorsi, R; Gomez, E; Tharayil, S; Payton, G; Capra, J; Andaya, J; Bacon, L; Bargoma, E; Black, D; Boos, K; Brant, M; Chabot, M; Chau, D; Cisneros, J; Chu, G; Curnutt, J; DiMizio, J; Engelbrecht, C; Gott, C; Harnoto, R; Hovanesian, R; Johnson, S; Lavergne, B; Martinez, G; Mans, P; Morales, E; Oei, A; Peplow, G; Piaget, R; Ponce, N; Renteria, E; Rodriguez, V; Rodriguez, J; Santander, M; Sarmiento, K; Scheppelmann, A; Schroter, G; Sexton, D; Stephenson, J; Symer, K; Russo-Tait, T; Weigel, B; Wilhelm, MB",Microbial Community and Biochemical Dynamics of Biological Soil Crusts across a Gradient of Surface Coverage in the Central Mojave Desert,FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.01974,me,maybe,,
"Terrat, S; Horrigue, W; Dequietd, S; Saby, NPA; Lelievre, M; Nowak, V; Tripied, J; Regnier, T; Jolivet, C; Arrouays, D; Wincker, P; Cruaud, C; Karimi, B; Bispo, A; Maron, PA; Prevost-Boure, NC; Ranjard, L",Mapping and predictive variations of soil bacterial richness across France,PLOS ONE,2017,12,10.1371/journal.pone.0186766,me,YES,,
"Chen, WD; Pan, YB; Yu, LY; Yang, J; Zhang, WJ","Patterns and Processes in Marine Microeukaryotic Community Biogeography from Xiamen Coastal Waters and Intertidal Sediments, Southeast China",FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.01912,me,YES,,
"Tong, XZ; Leung, MHY; Wilkins, D; Lee, PKH",City-scale distribution and dispersal routes of mycobiome in residences,MICROBIOME,2017,5,10.1186/s40168-017-0346-7,me,YES,,
"Wang, PF; Wang, X; Wang, C; Miao, LZ; Hou, J; Yuan, QS","Shift in bacterioplankton diversity and structure: Influence of anthropogenic disturbances along the Yarlung Tsangpo River on the Tibetan Plateau, China",SCIENTIFIC REPORTS,2017,7,10.1038/s41598-017-12893-4,me,maybe,,
"McHugh, TA; Compson, Z; van Gestel, N; Hayer, M; Ballard, L; Haverty, M; Hines, J; Irvine, N; Krassner, D; Lyons, T; Musta, EJ; Schiff, M; Zint, P; Schwartz, E",Climate controls prokaryotic community composition in desert soils of the southwestern United States,FEMS MICROBIOLOGY ECOLOGY,2017,93,10.1093/femsec/fix116,me,YES,,
"Duarte, S; Cassio, F; Pascoal, C",Environmental drivers are more important for structuring fungal decomposer communities than the geographic distance between streams,LIMNETICA,2017,36,10.23818/limn.36.17,me,YES,,
"Dunthorn, M; Kauserud, H; Bass, D; Mayor, J; Mahe, F",Yeasts dominate soil fungal communities in three lowland Neotropical rainforests,ENVIRONMENTAL MICROBIOLOGY REPORTS,2017,9,10.1111/1758-2229.12575,me,maybe,,
"Pajunen, V; Luoto, M; Soininen, J",Unravelling direct and indirect effects of hierarchical factors driving microbial stream communities,JOURNAL OF BIOGEOGRAPHY,2017,44,10.1111/jbi.13046,me,maybe,,
"Oehl, F; Laczko, E; Oberholzer, HR; Jansa, J; Egli, S",Diversity and biogeography of arbuscular mycorrhizal fungi in agricultural soils,BIOLOGY AND FERTILITY OF SOILS,2017,53,10.1007/s00374-017-1217-x,me,maybe,,
"Griffin, JS; Lu, NX; Sangwan, N; Li, AG; Dsouza, M; Stumpf, AJ; Sevilla, T; Culotti, A; Keefer, LL; Kelly, JJ; Gilbert, JA; Wells, GF; Packman, AI",Microbial diversity in an intensively managed landscape is structured by landscape connectivity,FEMS MICROBIOLOGY ECOLOGY,2017,93,10.1093/femsec/fix120,me,maybe,,
"Zorzal-Almeida, S; Bini, LM; Bicudo, DC","Beta diversity of diatoms is driven by environmental heterogeneity, spatial extent and productivity",HYDROBIOLOGIA,2017,800,10.1007/s10750-017-3117-3,me,YES,,
"Segovia, BT; Dias, JD; Cabral, AF; Meira, BR; Lansac-Toha, FM; Lansac-Toha, FA; Bini, LM; Velho, LFM",Common and Rare Taxa of Planktonic Ciliates: Influence of Flood Events and Biogeographic Patterns in Neotropical Floodplains,MICROBIAL ECOLOGY,2017,74,10.1007/s00248-017-0974-2,me,maybe,,
"Jiao, S; Chen, WM; Wei, GH",Biogeography and ecological diversity patterns of rare and abundant bacteria in oil-contaminated soils,MOLECULAR ECOLOGY,2017,26,10.1111/mec.14218,me,YES,,
"Fan, KK; Cardona, C; Li, YT; Shi, Y; Xiang, XJ; Shen, CC; Wang, HF; Gilbert, JA; Chu, HY",Rhizosphere-associated bacterial network structure and spatial distribution differ significantly from bulk soil in wheat crop fields,SOIL BIOLOGY & BIOCHEMISTRY,2017,113,10.1016/j.soilbio.2017.06.020,me,YES,,
"Behera, P; Mahapatra, S; Mohapatra, M; Kim, JY; Adhya, TK; Raina, V; Suar, M; Pattnaik, AK; Rastogi, G",Salinity and macrophyte drive the biogeography of the sedimentary bacterial communities in a brackish water tropical coastal lagoon,SCIENCE OF THE TOTAL ENVIRONMENT,2017,595,10.1016/j.scitotenv.2017.03.271,me,maybe,,
"Christian, K; Kaestli, M; Gibb, K",Spatial patterns of hypolithic cyanobacterial diversity in Northern Australia,ECOLOGY AND EVOLUTION,2017,7,10.1002/ece3.3248,me,YES,,
"Zhou, JX; Yang, HS; Tang, FK; Koide, RT; Cui, M; Liu, YG; Sun, QX; Insam, H; Zhang, Q","Relative roles of competition, environmental selection and spatial processes in structuring soil bacterial communities in the Qinghai-Tibetan Plateau",APPLIED SOIL ECOLOGY,2017,117,10.1016/j.apsoil.2017.05.012,me,YES,,
"Zhang, KP; Adams, JM; Shi, Y; Yang, T; Sun, RB; He, D; Ni, YY; Chu, HY",Environment and geographic distance differ in relative importance for determining fungal community of rhizosphere and bulk soil,ENVIRONMENTAL MICROBIOLOGY,2017,19,10.1111/1462-2920.13865,me,YES,,
"Glynou, K; Ali, T; Kia, SH; Thines, M; Macia-Vicente, JG",Genotypic diversity in root-endophytic fungi reflects efficient dispersal and environmental adaptation,MOLECULAR ECOLOGY,2017,26,10.1111/mec.14231,me,maybe,,
"Cao, Y; Wang, ET; Tong, WJ; Qiao, YJ; Zhao, L; Chen, WM; Wei, GH",Population structure of Rhizobium etli-like strains nodulated with Phaseolus vulgaris in two ecoregions of China,SOIL BIOLOGY & BIOCHEMISTRY,2017,112,10.1016/j.soilbio.2017.04.017,me,YES,,
"Johansen, RB; Johnston, P; Mieczkowski, P; Perry, GLW; Robeson, MS; Vilgalys, R; Burns, BR",Scattered far and wide: A broadly distributed temperate dune grass finds familiar fungal root associates in its invasive range,SOIL BIOLOGY & BIOCHEMISTRY,2017,112,10.1016/j.soilbio.2017.05.007,me,maybe,,
"Woo, S; Yang, SH; Chen, HJ; Tseng, YF; Hwang, SJ; De Palmas, S; Denis, V; Imahara, Y; Iwase, F; Yum, S; Tang, SL",Geographical variations in bacterial communities associated with soft coral Scleronephthya gracillimum,PLOS ONE,2017,12,10.1371/journal.pone.0183663,me,maybe,,
"Darcy, JL; King, AJ; Gendron, EMS; Schmidt, SK",Spatial autocorrelation of microbial communities atop a debris-covered glacier is evidence of a supraglacial chronosequence,FEMS MICROBIOLOGY ECOLOGY,2017,93,10.1093/femsec/fix095,me,maybe,,
"Hu, AY; Wang, HJ; Yang, XY; Hou, LY; Li, JW; Li, S; Yu, CP","Seasonal and spatial variations of prokaryoplankton communities in a salinity-influenced watershed, China",FEMS MICROBIOLOGY ECOLOGY,2017,93,10.1093/femsec/fix093,me,maybe,,
"Filker, S; Forster, D; Weinisch, L; Mora-Ruiz, M; Gonzalez, B; Farias, ME; Rossello-Mora, R; Stoeck, T",Transition boundaries for protistan species turnover in hypersaline waters of different biogeographic regions,ENVIRONMENTAL MICROBIOLOGY,2017,19,10.1111/1462-2920.13805,me,maybe,,
"Teittinen, A; Wang, JJ; Stromgard, S; Soininen, J",Local and geographical factors jointly drive elevational patterns in three microbial groups across subarctic ponds,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2017,26,10.1111/geb.12607,me,maybe,,
"Yu, SX; Pang, YL; Wang, YC; Li, JL; Qin, S",Spatial variation of microbial communities in sediments along the environmental gradients from Xiaoqing River to Laizhou Bay,MARINE POLLUTION BULLETIN,2017,120,10.1016/j.marpolbul.2017.04.059,me,maybe,,
"Jyrkankallio-Mikkola, J; Meier, S; Heino, J; Laamanen, T; Pajunen, V; Tolonen, KT; Tolkkinen, M; Soininen, J",Disentangling multi-scale environmental effects on stream microbial communities,JOURNAL OF BIOGEOGRAPHY,2017,44,10.1111/jbi.13002,me,maybe,,
"Oono, R; Rasmussen, A; Lefevre, E",Distance decay relationships in foliar fungal endophytes are driven by rare taxa,ENVIRONMENTAL MICROBIOLOGY,2017,19,10.1111/1462-2920.13799,me,YES,,
"He, JH; Tedersoo, LH; Hu, A; Han, CH; He, D; Wei, H; Jiao, M; Anslan, S; Nie, YX; Jia, YX; Zhang, GX; Yu, GR; Liu, SR; Shen, WJ",Greater diversity of soil fungal communities and distinguishable seasonal variation in temperate deciduous forests compared with subtropical evergreen forests of eastern China,FEMS MICROBIOLOGY ECOLOGY,2017,93,10.1093/femsec/fix069,me,maybe,,
"Aizenberg-Gershtein, Y; Izhaki, I; Halpern, M",From Microhabitat of Floral Nectar Up to Biogeographic Scale: Novel Insights on Neutral and Niche Bacterial Assemblies,MICROBIAL ECOLOGY,2017,74,10.1007/s00248-017-0935-9,me,YES,,
"Qi, Q; Zhao, MX; Wang, SP; Ma, XY; Wang, YX; Gao, Y; Lin, QY; Li, XZ; Gu, BH; Li, GX; Zhou, JZ; Yang, YF",The Biogeographic Pattern of Microbial Functional Genes along an Altitudinal Gradient of the Tibetan Pasture,FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.00976,me,maybe,,
"Tian, JQ; Qiao, YC; Wu, B; Chen, H; Li, W; Jiang, N; Zhang, XL; Liu, XZ",Ecological Succession Pattern of Fungal Community in Soil along a Retreating Glacier,FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.01028,me,YES,,
"Huggett, MJ; Kavazos, CRJ; Bernasconi, R; Czarnik, R; Horwitz, P",Bacterioplankton assemblages in coastal ponds reflect the influence of hydrology and geomorphological setting,FEMS MICROBIOLOGY ECOLOGY,2017,93,10.1093/femsec/fix067,me,maybe,,
"Liu, YQ; Vick-Majors, TJ; Priscu, JC; Yao, TD; Kang, SC; Liu, KS; Cong, ZY; Xiong, JB; Li, Y",Biogeography of cryoconite bacterial communities on glaciers of the Tibetan Plateau,FEMS MICROBIOLOGY ECOLOGY,2017,93,10.1093/femsec/fix072,me,YES,,
"Cuthbertson, L; Amores-Arrocha, H; Malard, LA; Els, N; Sattler, B; Pearce, DA",Characterisation of Arctic Bacterial Communities in the Air above Svalbard,BIOLOGY-BASEL,2017,6,10.3390/biology6020029,me,maybe,,
"Zhang, SY; Su, JQ; Sun, GX; Yang, YF; Zhao, Y; Ding, JJ; Chen, YS; Shen, Y; Zhu, GB; Rensing, C; Zhu, YG",Land scale biogeography of arsenic biotransformation genes in estuarine wetland,ENVIRONMENTAL MICROBIOLOGY,2017,19,10.1111/1462-2920.13775,me,YES,,
"Bai, R; Wang, JT; Deng, Y; He, JZ; Feng, K; Zhang, LM",Microbial Community and Functional Structure Significantly Varied among Distinct Types of Paddy Soils But Responded Differently along Gradients of Soil Depth Layers,FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.00945,me,maybe,,
"Doherty, M; Yager, PL; Moran, MA; Coles, VJ; Fortunato, CS; Krusche, AV; Medeiros, PM; Payet, JP; Richey, JE; Satinsky, BM; Sawakuchi, HO; Ward, ND; Crump, BC",Bacterial Biogeography across the Amazon River-Ocean Continuum,FRONTIERS IN MICROBIOLOGY,2017,8,10.3389/fmicb.2017.00882,me,maybe,,
"Likar, M; Stres, B; Rusjan, D; Potisek, M; Regvar, M",Ecological and conventional viticulture gives rise to distinct fungal and bacterial microbial communities in vineyard soils,APPLIED SOIL ECOLOGY,2017,113,10.1016/j.apsoil.2017.02.007,me,YES,,
"Ito, N; Iwanaga, H; Charles, S; Diway, B; Sabang, J; Chong, L; Nanami, S; Kamiya, K; Lum, S; Siregar, UJ; Harada, K; Miyashita, NT",Geographical variation in soil bacterial community structure in tropical forests in Southeast Asia and temperate forests in Japan based on pyrosequencing analysis of 16S rRNA,GENES & GENETIC SYSTEMS,2017,92,10.1266/ggs.16-00013,me,YES,,
"Wu, WX; Logares, R; Huang, BQ; Hsieh, CH",Abundant and rare picoeukaryotic sub-communities present contrasting patterns in the epipelagic waters of marginal seas in the northwestern Pacific Ocean,ENVIRONMENTAL MICROBIOLOGY,2017,19,10.1111/1462-2920.13606,me,YES,,
"Louca, S; Jacques, SMS; Pires, APF; Leal, JS; Srivastava, DS; Parfrey, LW; Farjalla, VF; Doebeli, M",High taxonomic variability despite stable functional structure across microbial communities,NATURE ECOLOGY & EVOLUTION,2017,1,10.1038/s41559-016-0015,me,YES,,
"Ma, B; Dai, ZM; Wang, HZ; Dsouza, M; Liu, XM; He, Y; Wu, JJ; Rodrigues, JLM; Gilbert, JA; Brookes, PC; Xu, JM","Distinct Biogeographic Patterns for Archaea, Bacteria, and Fungi along the Vegetation Gradient at the Continental Scale in Eastern China",MSYSTEMS,2017,2,10.1128/mSystems.00174-16,me,YES,,
"Pavloudi, C; Oulas, A; Vasileiadou, K; Kotoulas, G; De Troch, M; Friedrich, MW; Arvanitidis, C","Diversity and abundance of sulfate-reducing microorganisms in a Mediterranean lagoonal complex (Amvrakikos Gulf, Ionian Sea) derived from dsrB gene",AQUATIC MICROBIAL ECOLOGY,2017,79,10.3354/ame01829,me,maybe,,
"Partel, M; Opik, M; Moora, M; Tedersoo, L; Szava-Kovats, R; Rosendahl, S; Rillig, MC; Lekberg, Y; Kreft, H; Helgason, T; Eriksson, O; Davison, J; de Bello, F; Caruso, T; Zobel, M",Historical biome distribution and recent human disturbance shape the diversity of arbuscular mycorrhizal fungi,NEW PHYTOLOGIST,2017,216,10.1111/nph.14695,me,maybe,,
"Duarte, S; Cassio, F; Pascoal, C; Barlocher, F",Taxa-area relationship of aquatic fungi on deciduous leaves,PLOS ONE,2017,12,10.1371/journal.pone.0181545,me,maybe,,
"Yang, T; Adams, JM; Shi, Y; Sun, HB; Cheng, L; Zhang, YJ; Chu, HY",Fungal community assemblages in a high elevation desert environment: Absence of dispersal limitation and edaphic effects in surface soil,SOIL BIOLOGY & BIOCHEMISTRY,2017,115,10.1016/j.soilbio.2017.09.013,me,maybe,,
"Gonzalez-Rocha, G; Munoz-Cartes, G; Canales-Aguirre, CB; Lima, CA; Dominguez-Yevenes, M; Bello-Toledo, H; Hernandez, CE","Diversity structure of culturable bacteria isolated from the Fildes Peninsula (King George Island, Antarctica): A phylogenetic analysis perspective",PLOS ONE,2017,12,10.1371/journal.pone.0179390,me,maybe,,
"Gomez, MR; Ashman, TL",Floral organs act as environmental filters and interact with pollinators to structure the yellow monkeyflower (Mimulus guttatus) floral microbiome,MOLECULAR ECOLOGY,2019,28,10.1111/mec.15280,me,YES,,
"Li, X; Wang, HH; Li, X; Li, XY; Zhang, HW",Shifts in bacterial community composition increase with depth in three soil types from paddy fields in China,PEDOBIOLOGIA,2019,77,10.1016/j.pedobi.2019.150589,me,YES,,
"Barge, EG; Leopold, DR; Peay, KG; Newcombe, G; Busby, PE",Differentiating spatial from environmental effects on foliar fungal communities of Populus trichocarpa,JOURNAL OF BIOGEOGRAPHY,2019,46,10.1111/jbi.13641,me,YES,,
"Vimercati, L; Darcy, JL; Schmidt, SK",The disappearing periglacial ecosystem atop Mt. Kilimanjaro supports both cosmopolitan and endemic microbial communities,SCIENTIFIC REPORTS,2019,9,10.1038/s41598-019-46521-0,me,maybe,,
"Ji, NN; Gao, C; Sandel, B; Zheng, Y; Chen, L; Wu, BW; Li, XC; Wang, YL; Lu, PP; Sun, X; Guo, LD",Late Quaternary climate change explains soil fungal community composition rather than fungal richness in forest ecosystems,ECOLOGY AND EVOLUTION,2019,9,10.1002/ece3.5247,me,YES,,
"Monchamp, ME; Spaalc, P; Pomati, F",High dispersal levels and lake warming are emergent drivers of cyanobacterial community assembly in peri-Alpine lakes,SCIENTIFIC REPORTS,2019,9,10.1038/s41598-019-43814-2,me,YES,,
"Chen, J; Wang, PF; Wang, C; Wang, X; Miao, LZ; Liu, S; Yuan, QS",Dam construction alters function and community composition of diazotrophs in riparian soils across an environmental gradient,SOIL BIOLOGY & BIOCHEMISTRY,2019,132,10.1016/j.soilbio.2019.01.020,me,YES,,
"Cui, YX; Bing, HJ; Fang, LC; Wu, YH; Yu, JL; Shen, GT; Jiang, M; Wang, X; Zhang, XC",Diversity patterns of the rhizosphere and bulk soil microbial communities along an altitudinal gradient in an alpine ecosystem of the eastern Tibetan Plateau,GEODERMA,2019,338,10.1016/j.geoderma.2018.11.047,me,YES,,
