"authors","title","journal","abstract","year","vol","DOI","reviewer","screened"
"Saladin, B; Thuiller, W; Graham, CH; Lavergne, S; Maiorano, L; Salamin, N; Zimmermann, NE","Environment and evolutionary history shape phylogenetic turnover in European tetrapods","NATURE COMMUNICATIONS","Phylogenetic turnover quantifies the evolutionary distance among species assemblages and is central to understanding the main drivers shaping biodiversity. It is affected both by geographic and environmental distance between sites. Therefore, analyzing phylogenetic turnover in environmental space requires removing the effect of geographic distance. Here, we apply a novel approach by deciphering phylogenetic turnover of European tetrapods in environmental space after removing geographic land distance effects. We demonstrate that phylogenetic turnover is strongly structured in environmental space, particularly in ectothermic tetrapods, and is well explained by macroecological characteristics such as niche size, species richness and relative phylogenetic diversity. In ectotherms, rather recent evolutionary processes were important in structuring phylogenetic turnover along environmental gradients. In contrast, early evolutionary processes had already shaped the current structure of phylogenetic turnover in endotherms. Our approach enables the disentangling of the idiosyncrasies of evolutionary processes such as the degree of niche conservatism and diversification rates in structuring biodiversity.","2019","10","10.1038/s41467-018-08232-4","me","not yet"
"Early, R; Keith, SA","Geographically variable biotic interactions and implications for species ranges","GLOBAL ECOLOGY AND BIOGEOGRAPHY","The challenge Understanding how biotic interactions affect species geographical ranges, biodiversity patterns and ecological responses to environmental change is one of the most pressing challenges in macroecology. Extensive efforts are underway to detect signals of biotic interactions in macroecological data. However, efforts are limited by bias in the taxa and spatial scale for which occurrence data are available and by difficulty in ascribing causality to co-occurrence patterns. Moreover, we are not necessarily looking in the right places; analyses are largely ad hoc, depending on availability of data, rather than focusing on regions, taxa, ecosystems or interaction types where biotic interactions might affect species geographical ranges most strongly. Unpicking biotic interactions We suggest that macroecology would benefit from the recognition that abiotic conditions alter two key components of biotic interaction strength: frequency and intensity. We outline how and why variation in biotic interaction strength occurs, explore the implications for species geographical ranges and discuss the challenges inherent in quantifying these effects. In addition, we explore the role of behavioural flexibility in mediating biotic interactions potentially to mitigate impacts of environmental change. New data We argue that macroecology should take advantage of independent data on the strength of biotic interactions measured by other disciplines, in order to capture a far wider array of taxa, locations and interaction types than are typically studied in macroecology. Data on biotic interactions are readily available from community, disease, microbial and parasite ecology, evolution, palaeontology, invasion biology and agriculture, but most are yet to be exploited within macroecology. Integrating biotic interaction strength data into macroecology Harmonization of data across interdisciplinary sources, taxa and interaction types could be achieved by breaking down interactions into elements that contribute to frequency and intensity. This would allow quantitative biotic interaction data to be incorporated directly into models of species distributions and macroecological patterns.","2019","28","10.1111/geb.12861","me","not yet"
"Shade, A; Dunn, RR; Blowes, SA; Keil, P; Bohannan, BJM; Herrmann, M; Kusel, K; Lennon, JT; Sanders, NJ; Storch, D; Chase, J","Macroecology to Unite All Life, Large and Small","TRENDS IN ECOLOGY & EVOLUTION","Macroecology is the study of the mechanisms underlying general patterns of ecology across scales. Research in microbial ecology and macroecology have long been detached. Here, we argue that it is time to bridge the gap, as they share a common currency of species and individuals, and a common goal of understanding the causes and consequences of changes in biodiversity. Microbial ecology and macroecology will mutually benefit from a unified research agenda and shared datasets that span the entirety of the biodiversity of life and the geographic expanse of the Earth.","2018","33","10.1016/j.tree.2018.08.005","me","not yet"
"Li, GQ; Gao, PK; Zhi, B; Fu, B; Gao, G; Chen, ZH; Gao, ML; Wu, MM; Ma, T","The relative abundance of alkane-degrading bacteria oscillated similarly to a sinusoidal curve in an artificial ecosystem model from oil-well products","ENVIRONMENTAL MICROBIOLOGY","Microbial phylogenetic diversity and species interactions in natural ecosystems have been investigated extensively, but our knowledge about their ecological roles, community dynamics and succession patterns is far from complete. This knowledge is essential to understand the complicated interactions of microorganisms in natural ecosystems. Here, an artificial ecosystem model of microorganisms was constructed from oil-well products and cultivated in a chemostat to investigate the succession pattern of alkane-degrading bacteria, a functional population in oil reservoirs. Their abundance was quantified by an improved qPCR technique. Our results showed that the phylogenetic structure of this artificial ecosystem model is stable during most of the chemostat cultivation process, while the genotype structure of alkane-degrading bacteria containing alkB genes shifted and their relative abundance oscillated similarly to a sinusoidal curve, like the succession pattern of producers in the Lotka-Volterra model. These results suggest that some theoretical frameworks of macroecology may work well in microbial ecosystems and be an efficient tool to understand them.","2018","20","10.1111/1462-2920.14382","me","not yet"
"Cozar, A; Morillo-Garcia, S; Ortega, MJ; Li, QP; Bartual, A","Macroecological patterns of the phytoplankton production of polyunsaturated aldehydes","SCIENTIFIC REPORTS","The polyunsaturated aldehydes (PUAs) are bioactive metabolites commonly released by phytoplankton species. Based primarily on laboratory experiments, PUAs have been implicated in deleterious effects on herbivores and competing phytoplankton species or in the regulation of the rates of bacterial organic matter remineralization; however, the role of the PUAs at an ecosystem level is still under discussion. Using data of PUA production in natural phytoplankton assemblages over a wide range of conditions, we analyzed macroecological patterns aiming for a comprehensive environmental contextualization that will further our understanding of the control and ecologic role played by these compounds. PUA composition changed from the predominance of decadienal in oligotrophy, octadienal in eutrophy, and heptadienal at intermediate conditions. The production of PUAs per unit biomass also showed a strong relationship with the trophic status, sharply increasing towards oligotrophic conditions and with small-sized cells reaching the highest production rates. High ratios of dissolved inorganic nitrogen to dissolved inorganic phosphorus also promoted PUA production, albeit to a considerably lesser extent. Although the allelopathic use of PUAs to outcompete other phytoplankton or reduce herbivory may be key in some environments and interactions, the macroecological patterns found here, showing higher production towards the poorest waters and among the small species typically populating these environments, support and link at the large scale the hypotheses of the nutrient-derived stress as driver for the production of PUAs together with the use of these compounds as boosters for the nutrient remineralization.","2018","8","10.1038/s41598-018-29787-8","me","not yet"
"Knight, TM; Ashman, TL; Bennett, JM; Burns, JH; Passonneau, S; Steets, JA","Reflections on, and visions for, the changing field of pollination ecology","ECOLOGY LETTERS","Since the launch of Ecology Letters in 1998, the field of Pollination Ecology has changed considerably in its focus. In this review, we discuss the major discoveries across the past two decades. We quantitatively synthesise the frequency by which different concepts and topics appeared in the peer-reviewed literature, as well as the connections between these topics. We then look forward to identify pressing research frontiers and opportunities for additional integration in the future. We find that there has been a shift towards viewing plant-pollinator interactions as networks and towards understanding how global drivers influence the plants, pollinators and the ecosystem service of pollination. Future frontiers include moving towards a macroecological view of plant-pollinator interactions, understanding how ecological intensification and urbanisation will influence pollination, considering other interactions, such as plant-microbe-pollinator networks, and understanding the causes and consequences of extinctions. Pollination Ecology is poised to advance our basic understanding of the ecological and evolutionary factors that shape plant-animal interactions and to create applied knowledge that informs conservation decision making.","2018","21","10.1111/ele.13094","me","not yet"
"Finotello, F; Mastrorilli, E; Di Camillo, B","Measuring the diversity of the human microbiota with targeted next-generation sequencing","BRIEFINGS IN BIOINFORMATICS","The human microbiota is a complex ecological community of commensal, symbiotic and pathogenic microorganisms harboured by the human body. Next-generation sequencing (NGS) technologies, in particular targeted amplicon sequencing of the 16S ribosomal RNA gene (16S-seq), are enabling the identification and quantification of human-resident microorganisms at unprecedented resolution, providing novel insights into the role of the microbiota in health and disease. Once microbial abundances are quantified through NGS data analysis, diversity indices provide valuable mathematical tools to describe the ecological complexity of a single sample or to detect species differences between samples. However, diversity is not a determined physical quantity for which a consensus definition and unit of measure have been established, and several diversity indices are currently available. Furthermore, they were originally developed for macroecology and their robustness to the possible bias introduced by sequencing has not been characterized so far. To assist the reader with the selection and interpretation of diversity measures, we review a panel of broadly used indices, describing their mathematical formulations, purposes and properties, and characterize their behaviour and criticalities in dependence of the data features using simulated data as ground truth. In addition, we make available an R package, DiversitySeq, which implements in a unified framework the full panel of diversity indices and a simulator of 16S-seq data, and thus represents a valuable resource for the analysis of diversity from NGS count data and for the benchmarking of computational methods for 16S-seq.","2018","19","10.1093/bib/bbw119","me","not yet"
"Wilcox, JJS; Hollocher, H","Unprecedented Symbiont Eukaryote Diversity Is Governed by Internal Trophic Webs in a Wild Non-Human Primate","PROTIST","Research on host-associated microbiomes has highlighted major divisions between the role of eukaryotes in free-living and symbiont systems. These trends call into question the relevance of macroecological processes to host-associated systems and the relative importance of parasitism, commensalism, and mutualism as evolutionary patterns across the domains of life. However, it is unclear as to whether these apparent differences reflect biological realities or methodologies in community characterization: free-living eukaryotes tend to be characterized using metabarcoding whereas symbiont eukaryotes are typically characterized with microscopy. Here, we utilize an Illumina high-throughput metabarcoding approach to characterize the diversity and dynamics of eukaryotic symbiont communities in the feces of a wild non-human primate, Macaca fascicularis, revealing functionally and taxonomically diverse communities of eukaryotes hitherto unreported from any vertebrate. Importantly, community assembly was consistent with top-down and bottom-up trophic food web dynamics, high-lighting the applicability of macroecological principles to these communities. Ultimately, our findings highlight vertebrate-associated symbiont communities of the gut that are much more similar to free-living systems than previously realized. Additionally, our results support a role for symbiosis as a major recurrent life strategy among eukaryotes and highlight the potential for vertebrates to host vast reservoirs of unexplored eukaryotic diversity. (C) 2018 Elsevier GmbH. All rights reserved.","2018","169","10.1016/j.protis.2018.03.001","me","not yet"
"Jacqueline, C; Abbate, JL; Sorci, G; Guegan, JF; Thomas, F; Roche, B","The macroecology of cancer incidences in humans is associated with large-scale assemblages of endemic infections","INFECTION GENETICS AND EVOLUTION","It is now well supported that 20% of human cancers have an infectious causation (i.e., oncogenic agents). Accumulating evidence suggests that aside from this direct role, other infectious agents may also indirectly affect cancer epidemiology through interactions with the oncogenic agents within the wider infection community. Here, we address this hypothesis via analysis of large-scale global data to identify associations between human cancer incidence and assemblages of neglected infectious agents. We focus on a gradient of three widely-distributed cancers with an infectious cause: bladder (similar to 2% of recorded cancer cases are due to Shistosoma haematobium), liver (similar to 60% consecutive to Hepatitis B and C infection) and stomach (Helicobacter pylori is associated with similar to 70% of cases). We analyzed countries in tropical and temperate regions separately, and controlled for many confounding social and economic variables. First, we found that particular assemblages of bacteria are associated with bladder cancer incidences. Second, we observed a specific and robust association between helminths and liver cancer incidences in both biomes. Third, we show that certain assemblages of viruses may facilitate stomach cancer in tropical area, while others protect against its development in temperate countries. Finally, we discuss the implications of our results in terms of cancer prevention and highlight the necessity to consider neglected diseases, especially in tropics, to adapt public health strategies against infectious diseases and cancer.","2018","61","10.1016/j.meegid.2018.03.016","me","not yet"
"Salguero-Gomez, R; Violle, C; Gimenez, O; Childs, D","Delivering the promises of trait-based approaches to the needs of demographic approaches, and vice versa","FUNCTIONAL ECOLOGY","1. Few facets of biology vary more than functional traits and life-history traits. To explore this vast variation, functional ecologists and population ecologists have developed independent approaches that identify the mechanisms behind and consequences of trait variation. 2. Collaborative research between researchers using trait-based and demographic approaches remains scarce. We argue that this is a missed opportunity, as the strengths of both approaches could help boost the research agendas of functional ecology and population ecology. 3. This special feature, which spans three journals of the British Ecological Society due to its interdisciplinary nature, showcases state-of-the-art research applying trait-based and demographic approaches to examine relationships between organismal function, life history strategies and population performance across multiple kingdoms. Examples include the exploration of how functional trait x environment interactions affect vital rates and thus explain population trends and species occurrence; the coordination of seed traits and dispersal ability with the pace of life in plants; the incorporation of functional traits in dynamic energy budget models; or the discovery of linkages between microbial functional traits and the fast-slow continuum. 4. Despite their historical isolation, collaborative work between functional ecologists and population ecologists could unlock novel research pathways. We call for an integrative research agenda to evaluate which and when traits are functional, as well as their ability to describe and predict life history strategies and population dynamics. We highlight promising, complementary research avenues to overcome current limitations. These include a more explicit linkage of selection gradients in the context of functional trait-vital rate relationships, and the implementation of standardised protocols to track changes in traits and vital rates over time at the same location and individuals, thus allowing for the explicit incorporation of trade-offs in analyses of covariation of functional traits and life-history traits.","2018","32","10.1111/1365-2435.13148","me","not yet"
"Polishchuk, LV","MS Ghilarovs Principle, or biomass equivalence rule, as one of conservation laws in ecology","ZHURNAL OBSHCHEI BIOLOGII","It may seem surprising that in ecology as in physics there are conservation laws, though these laws are less accurate than in physics and hold only on average, that is, on large spatial scales (macroecology). One of such laws is a biomass equivalence rule, which was proposed by Sheldon and later confirmed by Tseitlin and others. According to the rule, in equal intervals of the logarithm of body size, spanning the range from bacteria to whales, the biomass of marine pelagic organisms remains approximately equal. However, as noted by Tseitlin long before Sheldon et al.s work, a similar regularity was discovered by M.S. Ghilarov for soil organisms. In his 1944 paper, M.S. Ghilarov unequivocally wrote: The biomass of soil organisms of different natural body-size groups is approximately of the same order of magnitude: the product of the number of organisms belonging to a given size group times their linear size cubed varies very little. Here, I show that M.S. Ghilarovs natural body-size groups, in the range from bacteria to myriapods and insects, occupy approximately equal size intervals on a logarithmic scale. It turns out that for both soil and pelagial, equal logarithmic intervals of body size contain approximately equal biomasses. The priority of the discovery of this rule belongs to M.S. Ghilarov. After Tseitlin, I propose to call it the M.S. Ghilarov principle. Furthermore, I suggest that the M.S. Ghilarov principle holds not only for soil and pelagic organisms but also for other organisms inhabiting sufficiently homogeneous and extended habitats.","2018","79","10.7868/S0044459618030028","me","not yet"
"Park, AW; Farrell, MJ; Schmidt, JP; Huang, S; Dallas, TA; Pappalardo, P; Drake, JM; Stephens, PR; Poulin, R; Nunn, CL; Davies, TJ","Characterizing the phylogenetic specialism - generalism spectrum of mammal parasites","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","The distribution of parasites across mammalian hosts is complex and represents a differential ability or opportunity to infect different host species. Here, we take a macroecological approach to investigate factors influencing why some parasites show a tendency to infect species widely distributed in the host phylogeny (phylogenetic generalism) while others infect only closely related hosts. Using a database on over 1400 parasite species that have been documented to infect up to 69 terrestrial mammal host species, we characterize the phylogenetic generalism of parasites using standard effect sizes for three metrics: mean pairwise phylogenetic distance (PD), maximum PD and phylogenetic aggregation. We identify a trend towards phylogenetic specialism, though statistically host relatedness is most often equivalent to that expected from a random sample of host species. Bacteria and arthropod parasites are typically the most generalist, viruses and helminths exhibit intermediate generalism, and protozoa are on average the most specialist. While viruses and helminths have similar mean pairwise PD on average, the viruses exhibit higher variation as a group. Close-contact transmission is the transmission mode most associated with specialism. Most parasites exhibiting phylogenetic aggregation (associating with discrete groups of species dispersed across the host phylogeny) are helminths and viruses.","2018","285","10.1098/rspb.2017.2613","me","not yet"
"Free, A; McDonald, MA; Pagaling, E","Diversity-Function Relationships in Natural, Applied, and Engineered Microbial Ecosystems","ADVANCES IN APPLIED MICROBIOLOGY, VOL 105","The connection between ecosystem function and taxonomic diversity has been of interest and relevance to macroecologists for decades. After many years of lagging behind due to the difficulty of assigning both taxonomy and function to poorly distinguishable microscopic cells, microbial ecology now has access to a suite of powerful molecular tools which allow its practitioners to generate data relating to diversity and function of a microbial community on an unprecedented scale. Instead, the problem facing todays microbial ecologists is coupling the ease of generation of these datasets with the formulation and testing of workable hypotheses relating the diversity and function of environmental, host-associated, and engineered microbial communities. Here, we review the current state of knowledge regarding the links between taxonomic alpha-and beta-diversity and ecosystem function, comparing our knowledge in this area to that obtained by macroecologists who use more traditional techniques. We consider the methodologies that can be applied to study these properties and how successful they are at linking function to diversity, using examples from the study of model microbial ecosystems, methanogenic bioreactors (anaerobic digesters), and host-associated microbiota. Finally, we assess ways in which our newly acquired understanding might be used to manipulate diversity in ecosystems of interest in order to improve function for the benefit of us or the environment in general through the provision of ecosystem services.","2018","105","10.1016/bs.aambs.2018.07.002","me","not yet"
"Soininen, J; Heino, J; Wang, JJ","A meta-analysis of nestedness and turnover components of beta diversity across organisms and ecosystems","GLOBAL ECOLOGY AND BIOGEOGRAPHY","Aim: The number of studies investigating the nestedness and turnover components of beta diversity has increased substantially, but our general understanding of the drivers of turnover and nestedness remains elusive. Here, we examined the effects of species traits, spatial extent, latitude and ecosystem type on the nestedness and turnover components of beta diversity. Location: Global. Time period: 1968-2017. Major taxa studied: From bacteria to mammals. Methods: From the 99 studies that partition total beta diversity into its turnover and nestedness components, we assembled 269 and 259 data points for the pairwise and multiple site beta-diversity metrics, respectively. Our data covered a broad variation in species dispersal type, body size and trophic position. The data were from freshwater, marine and terrestrial realms, and encompassed geographical areas from the tropics to near polar regions. We used linear modelling as a meta-regression tool to analyse the data. Results: Pairwise turnover, multiple site turnover and total beta diversity all decreased significantly with latitude. In contrast, multiple site nestedness showed a positive relationship with latitude. Beta-diversity components did not generally differ among the realms. The turnover component and total beta diversity increased with spatial extent, whereas nestedness was scale invariant for pairwise metrics. Multiple site beta-diversity components did not vary with spatial extent. Surprisingly, passively dispersed organisms had lower turnover and total beta diversity than flying organisms. Body size showed a relatively weak relationship with beta diversity but had important interactions with trophic position, thus also affecting beta diversity via interactive effects. Producers had significantly higher average pairwise turnover and total beta diversity than carnivores. Main conclusions: The present results provide evidence that species turnover, being consistently the larger component of total beta diversity, and nestedness are related to the latitude of the study area and intrinsic organismal features. We showed that two beta-diversity components had generally opposing patterns with regard to latitude. We highlight that beta-diversity partition may give additional insights into the underlying causes of spatial variability in biotic communities compared with total beta diversity alone.","2018","27","10.1111/geb.12660","me","not yet"
"Zhou, ZH; Wang, CK; Luo, YQ","Effects of forest degradation on microbial communities and soil carbon cycling: A global meta-analysis","GLOBAL ECOLOGY AND BIOGEOGRAPHY","Aim: The aim was to explore how conversions of primary or secondary forests to plantations or agricultural systems influence soil microbial communities and soil carbon (C) cycling. Location: Global. Time period: 1993-2017. Major taxa studied: Soil microbes. Methods: A meta-analysis was conducted to examine effects of forest degradation on soil properties and microbial attributes related to microbial biomass, activity, community composition and diversity based on 408 cases from 119 studies in the world. Results: Forest degradation decreased the ratios of K-strategists to r-strategists (i.e., ratios of fungi to bacteria, Acidobacteria to Proteobacteria, Actinobacteria to Bacteroidetes and Acidobacteria+Actinobacteria to Proteobacteria+Bacteroidetes). The response ratios (RRs) of the K-strategist to r-strategist ratios to forest degradation decreased and increased with increased RRs of soil pH and soil C to nitrogen ratio (C:N), respectively. Forest degradation increased the bacterial alpha-diversity indexes, of which the RRs increased and decreased as the RRs of soil pH and soil C: N increased, respectively. The overall RRs across all the forest degradation types ranked as microbial C (-40.4%)> soil C (-33.3%)> microbial respiration (-18.9%)> microbial C to soil C ratio (qMBC; -15.9%), leading to the RRs of microbial respiration rate per unit microbial C (qCO(2)) and soil C decomposition rate (respiration rate per unit soil C), on average, increasing by +43.2 and +25.0%, respectively. Variances of the RRs of qMBC and qCO(2) were significantly explained by the soil C, soil C: N and mean annual precipitation. Main conclusions: Forest degradation consistently shifted soil microbial community compositions from K-strategist dominated to r-strategist dominated, altered soil properties and stimulated microbial activity and soil C decomposition. These results are important for modelling the soil C cycling under projected global land-use changes and provide supportive evidence for applying the macroecology theory on ecosystem succession and disturbance in soil microbial ecology.","2018","27","10.1111/geb.12663","me","not yet"
"Liu, ZS; Cichocki, N; Bonk, F; Gunther, S; Schattenberg, F; Harms, H; Centler, F; Muller, S","Ecological Stability Properties of Microbial Communities Assessed by Flow Cytometry","MSPHERE","Natural microbial communities affect human life in countless ways, ranging from global biogeochemical cycles to the treatment of wastewater and health via the human microbiome. In order to probe, monitor, and eventually control these communities, fast detection and evaluation methods are required. In order to facilitate rapid community analysis and monitor a communitys dynamic behavior with high resolution, we here apply community flow cytometry, which provides single-cell-based high-dimensional data characterizing communities with high acuity over time. To interpret time series data, we draw inspiration from macroecology, in which a rich set of concepts has been developed for describing population dynamics. We focus on the stability paradigm as a promising candidate to interpret such data in an intuitive and actionable way and present a rapid workflow to monitor stability properties of complex microbial ecosystems. Based on single-cell data, we compute the stability properties resistance, resilience, displacement speed, and elasticity. For resilience, we also introduce a method which can be implemented for continuous online community monitoring. The proposed workflow was tested in a long-term continuous reactor experiment employing both an artificial and a complex microbial community, which were exposed to identical short-term disturbances. The computed stability properties uncovered the superior stability of the complex community and demonstrated the global applicability of the protocol to any microbiome. The workflow is able to support high temporal sample densities below bacterial generation times. This may provide new opportunities to unravel unknown ecological paradigms of natural microbial communities, with applications to environmental, biotechnological, and health-related microbiomes. IMPORTANCE Microbial communities drive many processes which affect human well-being directly, as in the human microbiome, or indirectly, as in natural environments or in biotechnological applications. Due to their complexity, their dynamics over time is difficult to monitor, and current sequence-based approaches are limited with respect to the temporal resolution. However, in order to eventually control microbial community dynamics, monitoring schemes of high temporal resolution are required. Flow cytometry provides single-cell-based data in the required temporal resolution, and we here use such data to compute stability properties as easy to interpret univariate indicators of microbial community dynamics. Such monitoring tools will allow for a fast, continuous, and cost-effective screening of stability states of microbiomes. Applicable to various environments, including bioreactors, surface water, and the human body, it will contribute to the development of control schemes to manipulate microbial community structures and performances.","2018","3","10.1128/mSphere.00564-17","me","not yet"
"Ryo, M; Rillig, MC","Statistically reinforced machine learning for nonlinear patterns and variable interactions","ECOSPHERE","Most statistical models assume linearity and few variable interactions, even though real-world ecological patterns often result from nonlinear and highly interactive processes. We here introduce a set of novel empirical modeling techniques which can address this mismatch: statistically reinforced machine learning. We demonstrate the behaviors of three techniques (conditional inference tree, model-based tree, and permutation-based random forest) by analyzing an artificially generated example dataset that contains patterns based on nonlinearity and variable interactions. The results show the potential of statistically reinforced machine learning algorithms to detect nonlinear relationships and higher-order interactions. Estimation reliability for any technique, however, depended on sample size. The applications of statistically reinforced machine learning approaches would be particularly beneficial for investigating (1) novel patterns for which shapes cannot be assumed a priori, (2) higher-order interactions which are often overlooked in parametric statistics, (3) context dependency where patterns change depending on other conditions, (4) significance and effect sizes of variables while taking nonlinearity and variable interactions into account, and (5) a hypothesis using parametric statistics after identifying patterns using statistically reinforced machine learning techniques.","2017","8","10.1002/ecs2.1976","me","not yet"
"Zaoli, S; Giometto, A; Maritan, A; Rinaldo, A","Covariations in ecological scaling laws fostered by community dynamics","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","Scaling laws in ecology, intended both as functional relationships among ecologically relevant quantities and the probability distributions that characterize their occurrence, have long attracted the interest of empiricists and theoreticians. Empirical evidence exists of power laws associated with the number of species inhabiting an ecosystem, their abundances, and traits. Although their functional form appears to be ubiquitous, empirical scaling exponents vary with ecosystem type and resource supply rate. The idea that ecological scaling laws are linked has been entertained before, but the full extent of macroecological pattern covariations, the role of the constraints imposed by finite resource supply, and a comprehensive empirical verification are still unexplored. Here, we propose a theoretical scaling framework that predicts the linkages of several macroecological patterns related to species abundances and body sizes. We show that such a framework is consistent with the stationary-state statistics of a broad class of resource-limited community dynamics models, regardless of parameterization and model assumptions. We verify predicted theoretical covariations by contrasting empirical data and provide testable hypotheses for yet unexplored patterns. We thus place the observed variability of ecological scaling exponents into a coherent statistical framework where patterns in ecology embed constrained fluctuations.","2017","114","10.1073/pnas.1708376114","me","not yet"
"Partel, M; Opik, M; Moora, M; Tedersoo, L; Szava-Kovats, R; Rosendahl, S; Rillig, MC; Lekberg, Y; Kreft, H; Helgason, T; Eriksson, O; Davison, J; de Bello, F; Caruso, T; Zobel, M","Historical biome distribution and recent human disturbance shape the diversity of arbuscular mycorrhizal fungi","NEW PHYTOLOGIST","The availability of global microbial diversity data, collected using standardized metabarcoding techniques, makes microorganisms promising models for investigating the role of regional and local factors in driving biodiversity. Here we modelled the global diversity of symbiotic arbuscular mycorrhizal (AM) fungi using currently available data on AM fungal molecular diversity (small subunit (SSU) ribosomal RNA (rRNA) gene sequences) in field samples. To differentiate between regional and local effects, we estimated species pools (sets of potentially suitable taxa) for each site, which are expected to reflect regional processes. We then calculated community completeness, an index showing the fraction of the species pool present, which is expected to reflect local processes. We found significant spatial variation, globally in species pool size, as well as in local and dark diversity (absent members of the species pool). Species pool size was larger close to areas containing tropical grasslands during the last glacial maximum, which are possible centres of diversification. Community completeness was greater in regions of high wilderness (remoteness from human disturbance). Local diversity was correlated with wilderness and current connectivity to mountain grasslands. Applying the species pool concept to symbiotic fungi facilitated a better understanding of how biodiversity can be jointly shaped by large-scale historical processes and recent human disturbance.","2017","216","10.1111/nph.14695","me","not yet"
"Colangelo, P; Fontaneto, D; Marchetto, A; Ludovisi, A; Basset, A; Bartolozzi, L; Bertani, I; Campanaro, A; Cattaneo, A; Cianferoni, F; Corriero, G; Ficetola, GF; Nonnis-Marzano, F; Pierri, C; Rossetti, G; Rosati, I; Boggero, A","Alien species in Italian freshwater ecosystems: a macroecological assessment of invasion drivers","AQUATIC INVASIONS","The relative role of propagule pressure, abiotic and biotic variables as determinants of alien species occurrence differs among studies. This limits the synthesis of emergent patterns in invasion ecology and generalisations for conservation actions. In order to produce a broad and general assessment of the invasion pattern in aquatic habitats we here propose a macroecological approach to assess the drivers of occurrence of alien species within the whole biota (microorganisms, plants and animals) across several natural freshwater ecosystems of Italy. We simultaneously tested three groups of variables (propagule pressure, abiotic and biotic characteristics), selected as putative predictors of invasibility of a site. Propagule pressure, expressed as proximity to larger inhabited areas, and differences in the native species richness of the receiving community, had a significant role in determining the number of alien species occurrences. Furthermore, body size influenced the occurrence and colonization processes of alien species. Finally, climatic characteristics were relevant in determining the chances that a site was invaded, confirming the role of these abiotic filters in the invasion process.","2017","12","10.3391/ai.2017.12.3.04","me","not yet"
"Datlof, EM; Amend, AS; Earl, K; Hayward, J; Morden, CW; Wade, R; Zahn, G; Hynson, NA","Uncovering unseen fungal diversity from plant DNA banks","PEERJ","Throughout the world DNA banks are used as storage repositories for genetic diversity of organisms ranging from plants to insects to mammals. Designed to preserve the genetic information for organisms of interest, these banks also indirectly preserve organisms associated mcrobiomes,including fungi associated with plant tissues. Studies of fungal biodiversity lag far behind those of macroorganisms, such as p and estimates of global fungal richness are still widely debated. Utilizing previously collected specimens to study patterns of fungal diversity could significantly increase our understanding of overall patterns of biodiversity from snapshots in time. Here, we investigated the fungi inhabiting the phylloplane among species of the endemic Hawaiian plant genus, Clermontin (Campanulaceae). Utilizing next generation DNA amplicon sequencing, we uncovered approximately 1,780 fungal operational taxonomic nits from just 20 DNA bank samples collected throughout the main Hawaiian Islands. Using these historical samples, we tested the macroecological pattern of decreasing community similarity with decreasing geographic proximity. We found a significant distance decay pattern among Clermontia associated fungal, communities. This study provides the first insights into elucidating patterns of microbial diversity through the use of DNA bank repository samples.","2017","5","10.7717/peerj.3730","me","not yet"
"Duarte, S; Cassio, F; Pascoal, C; Barlocher, F","Taxa-area relationship of aquatic fungi on deciduous leaves","PLOS ONE","One of the fundamental patterns in macroecology is the increase in the number of observed taxa with size of sampled area. For microbes, the shape of this relationship remains less clear. The current study assessed the diversity of aquatic fungi, by the traditional approach based on conidial morphology (captures reproducing aquatic hyphomycetes) and next generation sequencing (NGS; captures other fungi as well), on graded sizes of alder leaves (0.6 to 13.6 cm(2)). Leaves were submerged in two streams in geographically distant locations: the Oliveira Stream in Portugal and the Boss Brook in Canada. Decay rates of alder leaves and fungal sporulation rates did not differ between streams. Fungal biomass was higher in Boss Brook than in Oliveira Stream, and in both streams almost 100% of the reads belonged to active fungal taxa. In general, larger leaf areas tended to harbour more fungi, but these findings were not consistent between techniques. Morphospecies-based diversity increased with leaf area in Boss Brook, but not in Oliveira Stream; metabarcoding data showed an opposite trend. The higher resolution of metabarcoding resulted in steeper taxa-accumulation curves than morphospecies-based assessments (fungal conidia morphology). Fungal communities assessed by metabarcoding were spatially structured by leaf area in both streams. Metabarcoding promises greater resolution to assess biodiversity patterns in aquatic fungi and may be more accurate for assessing taxa-area relationships and local to global diversity ratios.","2017","12","10.1371/journal.pone.0181545","me","not yet"
"Shoemaker, WR; Locey, KJ; Lennon, JT","A macroecological theory of microbial biodiversity","NATURE ECOLOGY & EVOLUTION","Microorganisms are the most abundant, diverse and functionally important organisms on Earth. Ower the past decade, microbial ecologists have produced the largest ever community datasets. However, these data are rarely used to uncover law-like patterns of commonness and rarity, test theories of biodiversity, or explore unifying explanations for the structure of microbial communities. Using a global scale compilation of >20,000 samples from environmental, engineered and host-related ecosystems, we test the power of competing theories to predict distributions of microbial abundance and diversity-abundance scaling laws. We show that these patterns are best explained by the synergistic interaction of stochastic processes that are captured by lognormal dynamics. We demonstrate that lognormal dynamics have predictive power across scales of abundance, a criterion that is essential to biodiversity theory. By understanding the multiplicative and stochastic nature of ecological processes, scientists can better understand the structure and dynamics of Earths largest and most diverse ecological systems.","2017","1","10.1038/s41559-017-0107","me","not yet"
