	title	journal	abstract	year	volume	DOI	screened	reviewer	access
Becker JC; Rodibaugh KJ; Hahn D; Nowlin WH	Bacterial community composition and carbon metabolism in a subtropical riverscape	HYDROBIOLOGIA	To better understand the interaction between the abundance and composition of bacterial communities, physicochemical conditions, and bacterial metabolic function, we studied the patterns of bacterial community composition and metabolic function in relation to nutrients, land use, and network position in a large subtropical river. Composition varied across the watershed, and with variation in nutrients in particular. Although these changes were partially driven by overall abundance, bacterial groups responded to nutrients differently across the watershed. Most groups were correlated with suspended particulate materials, yet, abundance of beta-proteobacteria was highest with elevated nitrate, and abundance of Actinobacteria was highest with elevated soluble reactive phosphate. Land use weakly influenced composition. Landscape position influenced composition, with downstream mainstem riverine sites differing from more upstream and tributary sites. Both production and respiration were influenced by temperature and organic carbon, but we found that production and growth efficiency were not directly related. Production peaked at intermediate levels of abundance, but no groups were correlated with production. Respiration by free-floating bacteria was positively correlated with proportional abundance of alpha-proteobacteria, gamma-proteobacteria, and Actinobacteria. Finally, we found that land use was a relatively weak influence on community composition, but that variation in nutrients was relatively important for both composition and function.	2017	792	10.1007/s10750-016-3058-2	MAYBE	Dave	n
Yao MJ; Rui JP; Niu HS; Hedenec P; Li JB; He ZL; Wang JM; Cao WD; Li XZ	The differentiation of soil bacterial communities along a precipitation and temperature gradient in the eastern Inner Mongolia steppe	CATENA	Understanding the differentiation of soil bacterial communities under precipitation and temperature gradients is crucial for assessing the impacts of environmental filters on ecosystem structure and function. Here we investigated spatial variations of bacterial communities along a precipitation and temperature transect in the eastern Inner Mongolia steppe, China. The aims are to understand the biogeographic pattern and key drivers shaping soil bacterial communities along the transect. Our results shoved that the soil bacterial community along the 451-km transect exhibited the distance-decay relationship, decreasing in community similarity with geographic distance. Obvious changes in the bacterial community structure occurred at an annual precipitation from 215 to 261 mm, which was close to the boundary between arid and semi-arid systems. The relative abundances of Proteobacteria, Bacteroidetes, and Acidobacteria increased with precipitation, while those of Actinobacteria, Chloroflexi, and Gemmatimonadetes decreased. Environmental filtering was observed to be the key in shaping bacterial biogeographic patterns, and climate conditions exert indirect effects on soil bacterial communities mainly through direct effects on soil properties. Soil pH and plant coverage were important to soil bacterial communities in both arid and semi-arid steppes. Our findings provided insights for understanding the linkages among geographic distance, environmental filters, and soil bacterial communities in Eurasian steppe ecosystems. (C) 2017 Elsevier B.V. All rights reserved.	2017	152	10.1016/j.catena.2017.01.007	YES	Dave	y
Nino-Garcia JP; Ruiz-Gonzalez C; del Giorgio PA	Exploring the Ecological Coherence between the Spatial and Temporal Patterns of Bacterioplankton in Boreal Lakes	FRONTIERS IN MICROBIOLOGY	One of the major contemporary challenges in microbial ecology has been to discriminate the reactive core from the random, unreactive components of bacterial communities. In previous work we used the spatial abundance distributions of bacterioplankton across boreal lakes of Quebec to group taxa into four distinct categories that reflect either hydrology-mediated dispersal along the aquatic network or environmental selection mechanisms within lakes. Here, we test whether this categorization derived from the spatial distribution of taxa is maintained over time, by analyzing the temporal dynamics of the operational taxonomic units (OTUs) within those spatially derived categories along an annual cycle in the oligotrophic lake Croche (Quebec, Canada), and assessing the coherence in the patterns of abundance, occurrence, and environmental range of these OTUs over space and time. We report that the temporal dynamics of most taxa within a single lake are largely coherent with those derived from their spatial distribution over large spatial scales, suggesting that these properties must be intrinsic of particular taxa. We also identified a set of rare taxa cataloged as having a random occupancy based on their spatial distribution, but which showed clear seasonality and abundance peaks along the year, yet these comprised a very small fraction of the total rare OTUs. We conclude that the presence of most rare bacterioplankton taxa in boreal lakes is random, since both their temporal and spatial dynamics suggest links to passive downstream transport and persistence in freshwater networks, rather than environmental selection.	2017	8	10.3389/fmicb.2017.00636	MAYBE	Dave	y
Chen YJ; Kuang JL; Jia P; Cadotte MW; Huang LN; Li JT; Liao B; Wang PD; Shu WS	Effect of Environmental Variation on Estimating the Bacterial Species Richness	FRONTIERS IN MICROBIOLOGY	Estimating the species richness of microorganisms is of great importance in predicting, maintaining and managing microbial communities. Although the roles of environmental heterogeneity and geographical distance in structuring soil microbial communities have been studied intensively, the effects of environmental and spatial variation on the species richness estimation have not been examined. To this end, we have explored their effects on estimating the belowground soil bacterial species richness within a 50 ha forest dynamic plot (FDP) using a published massive sequencing dataset with intensive sampling scheme. Our resampling analyses showed that, for a given sequencing depth, increasing the sample size could significantly enhance the detection of rare species by capturing more of the environmental and spatial variation, thus obtaining higher observed and estimated species richness. Additionally, the estimates of bacterial species richness were significantly and positively correlated with environmental variation among samples, indicating that environmental filtering was the main mechanism driving the processes of community assembly for belowground soil bacterial communities in the plot. Moreover, this effect of environmental variation could be markedly alleviated when the sample size was higher than 450, and thus we predicted that there were at least 42,866 soil bacterial species based on 8,296,878 sequences from 550 samples in the whole 50 ha FDP. Furthermore, we built a power law environmental heterogeneity equation (EHE) as a decision-tool to determine an approximate sample size for comprehensively capturing the environmental gradient within a given habitat. Collectively, this work further links the inherent environmental and spatial variation to the estimation of soil bacterial species richness within a given region, and provides a useful tool of sampling design for a better understanding of microbial biogeographic patterns and estimation of microbial biodiversity.	2017	8	10.3389/fmicb.2017.00690	MAYBE	Dave	y
Li YT; Adams J; Shi Y; Wang H; He JS; Chu HY	Distinct Soil Microbial Communities in habitats of differing soil water balance on the Tibetan Plateau	SCIENTIFIC REPORTS	Global change may be a severe threat to natural and agricultural systems, partly through its effects in altering soil biota and processes, due to changes in water balance. We studied the potential influence of changing soil water balance on soil biota by comparing existing sites along a natural water balance gradient in the Qinghai-Tibetan Plateau. In this study, the community structure of bacteria, archaea and eukaryotes differed between the different soil water conditions. Soil moisture was the strongest predictor of bacterial and eukaryotic community structure, whereas C/N ratio was the key factor predicting variation in the archaeal community. Bacterial and eukaryotic diversity was quite stable among different soil water availability, but archaeal diversity was dramatically different between the habitats. The auxotype of methanogens also varied significantly among different habitats. The covarying soil properties among habitats shaped the community structure of soil microbes, with archaea being particularly sensitive in terms of community composition, diversity and functional groups. Bacterial and archaeal phylogenetic community turnover was mainly driven by deterministic processes while stochastic processes had stronger effects on eukaryotic phylogenetic community turnover. Our work provides insight into microbial community, functional group and phylogenetic turnover under different soil conditions in low-latitude alpine ecosystem.	2017	7	10.1038/srep46407	MAYBE	Dave	n
Ramalho MO; Bueno OC; Moreau CS	Microbial composition of spiny ants (Hymenoptera: Formicidae: Polyrhachis) across their geographic range	BMC EVOLUTIONARY BIOLOGY	Background: Symbiotic relationships between insects and bacteria are found across almost all insect orders, including Hymenoptera. However there are still many remaining questions about these associations including what factors drive host-associated bacterial composition. To better understand the evolutionary significance of this association in nature, further studies addressing a diversity of hosts across locations and evolutionary history are necessary. Ants of the genus Polyrhachis (spiny ants) are distributed across the Old World and exhibit generalist diets and habits. Using Next Generation Sequencing (NGS) and bioinformatics tools, this study explores the microbial community of >80 species of Polyrhachis distributed across the Old World and compares the microbiota of samples and related hosts across different biogeographic locations and in the context of their phylogenetic history. Results: The predominant bacteria across samples were Enterobacteriaceae (Blochmannia - with likely many new strains), followed by Wolbachia (with multiple strains), Lactobacillus, Thiotrichaceae, Acinetobacter, Nocardia, Sodalis, and others. We recovered some exclusive strains of Enterobacteriaceae as specific to some subgenera of Polyrhachis, corroborating the idea of coevolution between host and bacteria for this bacterial group. Our correlation results (partial mantel and mantel tests) found that host phylogeny can influence the overall bacterial community, but that geographic location had no effect. Conclusions: Our work is revealing important aspects of the biology of hosts in structuring the diversity and abundance of these host-associated bacterial communities including the role of host phylogeny and shared evolutionary history.	2017	17	10.1186/s12862-017-0945-8	YES	Dave	n
Li DY; Chen HQ; Mao BY; Yang Q; Zhao JX; Gu ZN; Zhang H; Chen YQ; Chen W	Microbial Biogeography and Core Microbiota of the Rat Digestive Tract	SCIENTIFIC REPORTS	As a long-standing biomedical model, rats have been frequently used in studies exploring the correlations between gastrointestinal (GI) bacterial biota and diseases. In the present study, luminal and mucosal samples taken along the longitudinal axis of the rat digestive tract were subjected to 16S rRNA gene sequencing-based analysis to determine the baseline microbial composition. Results showed that the community diversity increased from the upper to lower GI segments and that the stratification of microbial communities as well as shift of microbial metabolites were driven by biogeographic location. A greater proportion of lactate-producing bacteria (such as Lactobacillus, Turicibacter and Streptococcus) were found in the stomach and small intestine, while anaerobic Lachnospiraceae and Ruminococcaceae, fermenting carbohydrates and plant aromatic compounds, constituted the bulk of the large-intestinal core microbiota where topologically distinct co-occurrence networks were constructed for the adjacent luminal and mucosal compartments. When comparing the GI microbiota from different hosts, we found that the rat microbial biogeography might represent a new reference, distinct from other murine animals. Our study provides the first comprehensive characterization of the rat GI microbiota landscape for the research community, laying the foundation for better understanding and predicting the disease-related alterations in microbial communities.	2017	7	10.1038/srep45840	MAYBE	Dave	n
Zhao F; Xu KD	Distribution of Ciliates in Intertidal Sediments across Geographic Distances: A Molecular View	PROTIST	The estimation of the diversity and geographic distribution of protists in particular ciliates has long been an ongoing debate. We estimated the distribution of ciliates in intertidal sediments with geographic distance ranging from 10 cm to 1,000 km, using high-throughput DNA sequencing. Higher community similarity, in particular that of rare ciliate taxa, occurred between replicates than between sites. Statistical analyses showed that the community dissimilarities of both abundant and moderately abundant ciliates had correlations with geographic distance at the scales of 50 m, 200 km and 1000 km, indicating a distance-decay relationship. No significant correlation was observed for rare taxa. The analysis of Bray-Curtis similarity showed a higher pairwise community similarity in abundant taxa than in moderately abundant taxa, and that in rare taxa was the lowest. Abundant taxa usually can disperse in a wider range than rare taxa, though their distribution is restricted by distance to some extent. Rare taxa are potentially more sensitive to changing environments, but no distance-decay relationship could be observed. The data indicate contrasting patterns of geographic distribution of the abundant and rare ciliate taxa and a weak distance-decay relationship for relatively abundant taxa at a scale over 50 m. (C) 2017 Elsevier GmbH. All rights reserved.	2017	168	10.1016/j.protis.2017.01.001	YES	Dave	n
Graham EB; Crump AR; Resch CT; Fansler S; Arntzen E; Kennedy DW; Fredrickson JK; Stegen JC	Deterministic influences exceed dispersal effects on hydrologically-connected microbiomes	ENVIRONMENTAL MICROBIOLOGY	Subsurface groundwater-surface water mixing zones (hyporheic zones) have enhanced biogeochemical activity, but assembly processes governing subsurface microbiomes remain a critical uncertainty in understanding hyporheic biogeochemistry. To address this obstacle, we investigated (a) biogeographical patterns in attached and waterborne microbiomes across three hydrologically-connected, physicochemically-distinct zones (inland hyporheic, nearshore hyporheic and river); (b) assembly processes that generated these patterns; (c) groups of organisms that corresponded to deterministic changes in the environment; and (d) correlations between these groups and hyporheic metabolism. All microbiomes remained dissimilar through time, but consistent presence of similar taxa suggested dispersal and/or common selective pressures among zones. Further, we demonstrated a pronounced impact of deterministic assembly in all microbiomes as well as seasonal shifts from heterotrophic to autotrophic microorganisms associated with increases in groundwater discharge. The abundance of one statistical cluster of organisms increased with active biomass and respiration, revealing organisms that may strongly influence hyporheic biogeochemistry. Based on our results, we propose a conceptualization of hyporheic zone metabolism in which increased organic carbon concentrations during surface water intrusion support heterotrophy, which succumbs to autotrophy under groundwater discharge. These results provide new opportunities to enhance microbially-explicit ecosystem models describing hyporheic zone biogeochemistry and its influence over riverine ecosystem function.	2017	19	10.1111/1462-2920.13720	YES	Dave	y
Shanmugam SG; Magbanua ZV; Williams MA; Jangid K; Whitman WB; Peterson DG; Kingery WL	Bacterial Diversity Patterns Differ in Soils Developing in Sub-tropical and Cool-Temperate Ecosystems	MICROBIAL ECOLOGY	Microbial diversity patterns have been surveyed in many different soils and ecosystems, but we are unaware of studies comparing similar soils developing from similar parent materials in contrasting climates. In 2008, developmental chronosequences with ages ranging from 105 to 500,000 years across Georgia (GA) and Michigan (MI) were studied to investigate how bacterial community composition and diversity change as a result of local environmental gradients that develop during pedogenesis. Geographic factors were studied between and within locations spanning two scales: (1) regionally between 0.1 and 50 and (2) similar to 1700 km apart. The diversity was surveyed using high-throughput pyrosequencing, and variance partitioning was used to describe the effects of spatial, environmental, and spatio-environmental factors on bacterial community composition. At the local scale, variation in bacterial communities was most closely related to environmental factors (r(M)=0.59, p = 0.0001). There were differences in bacterial communities between the two locations, indicating spatial biogeography. Estimates of bacterial diversity were much greater in MI (numbers of OTU, ACE, and Chao1) and remained 2-3x greater in MI than GA after removing the effect of soil properties. The large differences in diversity between geographically separated bacterial communities in different climates need further investigation. It is not known if the rare members of the community, which contributed to greater bacterial diversity in GA relative to MI, play an important role in ecosystem function but has been hypothesized to play a role in ecosystem resiliency, resistance, and stability. Further research on the link between bacterial diversity and spatial variability related to climate needs further investigation.	2017	73	10.1007/s00248-016-0884-8	YES	Dave	y
Song C; Wang BC; Tan J; Zhu LC; Lou DH; Cen XX	Comparative analysis of the gut microbiota of black bears in China using high-throughput sequencing	MOLECULAR GENETICS AND GENOMICS	The Asiatic black bear (Ursus thibetanus) is a protected species from eastern Asia. In China, the Asiatic black bear occurs in 17 provinces from northeast to southwest regions. To date, information on microbial diversity in the gut of the Asiatic black bears from different populations remains limited. To determine the species composition and community structure of the gut microbiota in the Asiatic black bear, we characterized 36 fecal samples from Sichuan, Yunnan, and Heilongjiang provinces, China, by pyrosequencing the 16S V3-V4 hypervariable regions using the Illumina Miseq platform. Results showed that Firmicutes and Proteobacteria were the predominant phyla in the samples, which were largely comprised Escherichia-Shigella, Peptostreptococcaceae_incertae_sedis, Turicibacter, Streptococcus, and Clostridium. By analyzing the community structure from these 36 samples, we found that there were significant differences in the species diversity and richness between Sichuan, Yunnan, and Heilongjiang populations. In conclusion, our results reveal the species composition and structure of the gut microbiota in captive black bears in China, and suggest that biogeography could affect the black bear gut microbiota.	2017	292	10.1007/s00438-016-1282-0	MAYBE	Dave	n
Mino S; Nakagawa S; Makita H; Toki T; Miyazaki J; Sievert SM; Polz MF; Inagaki F; Godfroy A; Kato S; Watanabe H; Nunoura T; Nakamura K; Imachi H; Watsuji T; Kojima S; Takai K; Sawabe T	Endemicity of the cosmopolitan mesophilic chemolithoautotroph Sulfurimonas at deep-sea hydrothermal vents	ISME JOURNAL	Rich animal and microbial communities have been found at deep-sea hydrothermal vents. Although the biogeography of vent macrofauna is well understood, the corresponding knowledge about vent microbial biogeography is lacking. Here, we apply the multilocus sequence analysis (MLSA) to assess the genetic variation of 109 Sulfurimonas strains with >= 98% 16S rRNA gene sequence similarity, which were isolated from four different geographical regions (Okinawa Trough (OT), Mariana Volcanic Arc and Trough (MVAT), Central Indian Ridge (CIR) and Mid-Atlantic Ridge (MAR)). Sequence typing based on 11 protein-coding genes revealed high genetic variation, including some allele types that are widespread within regions, resulting in 102 nucleotide sequence types (STs). This genetic variation was predominantly due to mutation rather than recombination. Phylogenetic analysis of the 11 concatenated genes showed a clear geographical isolation corresponding to the hydrothermal regions they originated from, suggesting limited dispersal. Genetic differentiation among Sulfurimonas populations was primarily influenced by geographical distance rather than gas composition of vent fluid or habitat, although in situ environmental conditions of each microhabitat could not be examined. Nevertheless, Sulfurimonas may possess a higher dispersal capability compared with deep-sea hydrothermal vent thermophiles. This is the first report on MLSA of deep-sea hydrothermal vent Epsilonproteobacteria, which is indicative of allopatric speciation.	2017	11	10.1038/ismej.2016.178	YES	Dave	y
Payne JT; Millar JJ; Jackson CR; Ochs CA	Patterns of variation in diversity of the Mississippi river microbiome over 1,300 kilometers	PLOS ONE	We examined the downriver patterns of variation in taxonomic diversity of the Mississippi River bacterioplankton microbiome along 1,300 river kilometers, or approximately one third the total length of the river. The study section included portions of the Upper, Middle, and Lower Mississippi River, confluences with five tributaries draining distinct sub-basins, river cities, and extended stretches without major inputs to the Mississippi. The composition and proportional abundance of dominant bacterial phyla was distinct for free-living and particle associated cells, and constant along the entire reach, except for a substantial but transient disturbance near the city of Memphis, Tennessee. At a finer scale of taxonomic resolution (operational taxonomic units, OTUs), however, there were notable patterns in downriver variation in bacterial community alpha diversity (richness within a site) and beta diversity (variation in composition among sites). There was a strong and steady increase downriver in alpha diversity of OTUs on suspended particles, suggesting an increase in particle niche heterogeneity, and/or particle colonization. Relatively large shifts in beta diversity of free-living and particle-associated communities occurred following major tributary confluences and transiently at Memphis, while in long stretches between these points diversity typically varied more gradually. We conclude that the Mississippi River possesses a bacterioplankton microbiome distinct in diversity from other large river microbiomes in the Mississippi River Basin, that at major river confluences or urban point sources its OTU diversity may shift abruptly and substantially, presumably by immigration of distinct external microbiomes, but that where environmental conditions are more stable along the downriver gradient, micro biome diversity tends to vary gradually, presumably by a process of successional change in community composition.	2017	12	10.1371/journal.pone.0174890	YES	Dave	y
