AU	TI	SO	AB	PY	DI
Guan, XY; Wang, JF; Zhao, H; Wang, JJ; Luo, XM; Liu, F; Zhao, FQ	Soil bacterial communities shaped by geochemical factors and land use in a less-explored area, Tibetan Plateau	BMC GENOMICS	Background: As the largest low-latitude permafrost region, the Tibetan Plateau (TP) is an important part of the earths terrestrial ecosystem and one of the most vulnerable areas to climate change and human activities. However, to the best of our knowledge, the bacterial communities in TP soils and their roles in biogeochemical cycles remain limited. Results: In this study, we report the bacterial community structure and function as well as their correlation with environmental factors in TP major ecosystems (farmland, alpine meadow and oligosaline lake) by using metagenomic approaches. Compared with other soil samples in various environments, TP soils share a core set of microorganisms with a distinct abundance and composition. Among TP soil samples, the taxonomic and functional composition of bacterial communities among the upper (3-5 cm) and lower (18-20 cm) soils of farmland sites were highly similar, whereas the dissimilarities within alpine meadow samples were significantly greater than among farmland samples. A similar pattern was observed in elements cycles and pathways associated with adaption to environment and land use types. Canonical correlation analysis revealed that the bacterial communities in most of farmland and alpine meadow soil samples were also significantly correlated with geogenic variables. Specifically, the root-nodule bacteria are negatively correlated with the soil moisture and pH, while Thiobacillus associated with sulfur cycles show potential responses to low temperature and intense UV radiation. Conclusions: These findings indicate that the bacterial community structure and functions in TP soils were influenced by both human activities and soil environmental properties, and that the bacterial communities appeared to be more homogenized in the farmland soils compared with pristine alpine meadows.	2013	10.1186/1471-2164-14-820
Kellogg, CA; Piceno, YM; Tom, LM; DeSantis, TZ; Gray, MA; Zawada, DG; Andersen, GL	Comparing Bacterial Community Composition between Healthy and White Plague-Like Disease States in Orbicella annularis Using PhyloChip (TM) G3 Microarrays	PLOS ONE	Coral disease is a global problem. Diseases are typically named or described based on macroscopic changes, but broad signs of coral distress such as tissue loss or discoloration are unlikely to be specific to a particular pathogen. For example there appear to be multiple diseases that manifest the rapid tissue loss that characterizes white plague. PhyloChip (TM) G3 microarrays were used to compare the bacterial community composition of both healthy and white plague-like diseased corals. Samples of lobed star coral (Orbicella annularis, formerly of the genus Montastraea [1]) were collected from two geographically distinct areas, Dry Tortugas National Park and Virgin Islands National Park, to determine if there were biogeographic differences between the diseases. In fact, all diseased samples clustered together, however there was no consistent link to Aurantimonas coralicida, which has been disease as the causative agent of white plague type II. The microarrays revealed a large amount of bacterial heterogeneity within the healthy corals and less diversity in the diseased corals Gram-positive bacterial groups (Actinobacteria, Firmicutes) comprised a greater proportion of the operational taxonomic units (OTUs) unique to healthy samples. Diseased samples were enriched in OTUs from the families Corynebacteriacea, Lachnospiracea, Rhodobacteraceae, and Streptococcaceae. Much previous coral disease work has used clone libraries, which seem to be methodologically biased toward recovery of Gram-negative bacterial sequences and may therefore have missed the importance of Gram-positive groups. The Phylochip (TM) data presented here provide a broader characterization of the bacterial community changes that occur within Orbicella annularis during the shift from a healthy to diseased state.	2013	10.1371/journal.pone.0079801
Kiel, S; Birgel, D; Campbell, KA; Crampton, JS; Schioler, P; Peckmann, J	Cretaceous methane-seep deposits from New Zealand and their fauna	PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY	Six Cretaceous methane-seep deposits are reported from the Raukumara Peninsula, eastern North Island, New Zealand. Dinoflagellate dating indicates a Late Albian to mid-Cenomanian age for three deposits from Port Awanui, and a mid-Campanian age for two deposits from Waipiro Bay and for one from Owhena Stream. The dominant petrographic fabric of the carbonates is detrital micrite, and the numerous fenestrae and vugs are filled with various cements including two types of non-detrital micrite, and botryoidal and banded fibrous calcites. These petrographic features, in combination with negative delta C-13 values of early diagenetic micrites (as low as -29.2 parts per thousand vs. V-PDB) and C-13-depleted molecular fossils such as the archaeal biomarkers pentamethylicosane (-97 parts per thousand vs. V-PDB) and biphytane (-99 parts per thousand), and the bacterial biomarker anteiso-C-15 fatty acid ( 47 parts per thousand), reveal that sulfate-dependent anaerobic oxidation of methane (AOM) induced the formation of these deposits. The carbonates preserve a typical mollusk dominated, Late Mesozoic, deep-water seep fauna including the large modiomorphid bivalve Caspiconcha, the lucinid bivalve Ezolucina, and limpets, hokkaidoconchids and a large abyssochrysoid among the gastropods, with close biogeographic relationships to North Pacific seep faunas of Cretaceous age. In contrast to the general marine mollusk fauna of New Zealand, which shows a high degree of endemism in both the Cenozoic and Recent, New Zealands Cretaceous to present-day seep faunas consist largely of taxa known from coeval seeps around the world. Thus while deep-water seeps in New Zealand were repeatedly or continuously colonized by members of the global seep fauna, the general mollusk fauna of the New Zealand region developed a considerable degree of endemism during this time. (C) 2012 Elsevier B.V. All rights reserved.	2013	10.1016/j.palaeo.2012.10.033
Liu, Y; Lai, QL; Dong, CM; Sun, FQ; Wang, LP; Li, GY; Shao, ZZ	Phylogenetic Diversity of the Bacillus pumilus Group and the Marine Ecotype Revealed by Multilocus Sequence Analysis	PLOS ONE	Bacteria closely related to Bacillus pumilus cannot be distinguished from such other species as B. safensis, B. stratosphericus, B. altitudinis and B. aerophilus simply by 16S rRNA gene sequence. In this report, 76 marine strains were subjected to phylogenetic analysis based on 7 housekeeping genes to understand the phylogeny and biogeography in comparison with other origins. A phylogenetic tree based on the 7 housekeeping genes concatenated in the order of gyrB-rpoB-pycA-pyrE-mutL-aroE-trpB was constructed and compared with trees based on the single genes. All these trees exhibited a similar topology structure with small variations. Our 79 strains were divided into 6 groups from A to F; Group A was the largest and contained 49 strains close to B. altitudinis. Additional two large groups were presented by B. safensis and B. pumilus respectively. Among the housekeeping genes, gyrB and pyrE showed comparatively better resolution power and may serve as molecular markers to distinguish these closely related strains. Furthermore, a recombinant phylogenetic tree based on the gyrB gene and containing 73 terrestrial and our isolates was constructed to detect the relationship between marine and other sources. The tree clearly showed that the bacteria of marine origin were clustered together in all the large groups. In contrast, the cluster belonging to B. safensis was mainly composed of bacteria of terrestrial origin. Interestingly, nearly all the marine isolates were at the top of the tree, indicating the possibility of the recent divergence of this bacterial group in marine environments. We conclude that B. altitudinis bacteria are the most widely spread of the B. pumilus group in marine environments. In summary, this report provides the first evidence regarding the systematic evolution of this bacterial group, and knowledge of their phylogenetic diversity will help in the understanding of their ecological role and distribution in marine environments.	2013	10.1371/journal.pone.0080097
Moreira, C; Vasconcelos, V; Antunes, A	Phylogeny and Biogeography of Cyanobacteria and Their Produced Toxins	MARINE DRUGS	Phylogeny is an evolutionary reconstruction of the past relationships of DNA or protein sequences and it can further be used as a tool to assess population structuring, genetic diversity and biogeographic patterns. In the microbial world, the concept that everything is everywhere is widely accepted. However, it is much debated whether microbes are easily dispersed globally or whether they, like many macro-organisms, have historical biogeographies. Biogeography can be defined as the science that documents the spatial and temporal distribution of a given taxa in the environment at local, regional and continental scales. Speciation, extinction and dispersal are proposed to explain the generation of biogeographic patterns. Cyanobacteria are a diverse group of microorganisms that inhabit a wide range of ecological niches and are well known for their toxic secondary metabolite production. Knowledge of the evolution and dispersal of these microorganisms is still limited, and further research to understand such topics is imperative. Here, we provide a compilation of the most relevant information regarding these issues to better understand the present state of the art as a platform for future studies, and we highlight examples of both phylogenetic and biogeographic studies in non-symbiotic cyanobacteria and cyanotoxins.	2013	10.3390/md11114350
Sprent, JI; Ardley, JK; James, EK	From North to South: A latitudinal look at legume nodulation processes	SOUTH AFRICAN JOURNAL OF BOTANY	Legumes and some nodulation processes evolved about 55-60 Ma. Since then they have radiated from their origin at either side of the Tethys seaway, to high latitudes in both the northern and southern hemispheres. In many cases this has involved different tribes and genera, and different nodule processes, but with the common feature that almost all legumes in the higher latitudes are potentially nodulated and, with the exception of some herbaceous species of Chamaecrista, nodulated caesalpinioid legumes are rare. This is not true of tropical regions where all three sub-families are found, with many of their species lacking the ability to nodulate. Whether or not this is related to the availability of combined nitrogen is a matter of current discussion. This review will consider the range of nodulation phenotypes (infection, morphology, structure) and show how many of these are confined to one or other hemisphere. How this might relate to the different genera and species of endophytic (nitrogen fixing) rhizobia in relation to soil conditions will also be discussed. Better knowledge of the wide variation in nodulation parameters is important for understanding the ecology of different regions and for management purposes. Nodule characters are of great potential use in defining taxonomic groupings in legumes. (C) 2013 SAAB. Published by Elsevier B.V. All rights reserved.	2013	10.1016/j.sajb.2013.06.011
Sokol, ER; Herbold, CW; Lee, CK; Cary, SC; Barrett, JE	Local and regional influences over soil microbial metacommunities in the Transantarctic Mountains	ECOSPHERE	The metacommunity concept provides a useful framework to assess the influence of local and regional controls over diversity patterns. Culture-independent studies of soil microbial communities in the McMurdo Dry Valleys of East Antarctica (77 degrees S) have shown that bacterial diversity is related to soil geochemical gradients, while studies targeting edaphic cyanobacteria have linked local diversity patterns to dispersal-based processes. In this study, we increased the spatial extent of observed soil microbial communities to cover the Beardmore Glacier region in the central Transantarctic Mountains (84 degrees S). We used community profiling techniques to characterize diversity patterns for bacteria and the cyanobacterial subcomponent of the microbial community. Diversity partitioning was used to calculate beta diversity and estimate among-site dissimilarity in the metacommunity. We then used variation partitioning to assess the relationship between beta diversity and environmental and spatial gradients. We found that dominant groups in the soil bacterial metacommunity were influenced by gradients in pH and soil moisture at the Transantarctic scale (800 km). Conversely, beta diversity for the cyanobacterial component of the edaphic microbial metacommunity was decoupled from these environmental gradients, and was more related to spatial filters, suggesting that wind-driven dispersal dynamics created cyanobacterial biogeography at a local scale (<3 km).	2013	10.1890/ES13-00136.1
Vetrovsky, T; Baldrian, P	Analysis of soil fungal communities by amplicon pyrosequencing: current approaches to data analysis and the introduction of the pipeline SEED	BIOLOGY AND FERTILITY OF SOILS	Fungi are important in soils as both decomposers and plant symbionts, and an understanding of the composition of their complex communities is thus indispensable to answer a variety of ecological questions. 454 Pyrosequencing is currently the method of choice for the in-depth analysis of fungal communities. However, the interpretation of its results is complicated by differences in data analysis approaches that make inter-study comparisons difficult. The pyrosequencing studies published so far have also used variable molecular targets in fungal rDNA. Although the ITS region and, in particular, ITS1 appear to be the most frequent sequencing targets, the use of various primers with different coverages of fungal groups remains a serious problem. Sequence length limits also vary widely across studies, and in many studies, length differences may negatively affect sequence similarity clustering or identification. Unfortunately, many studies neglect the need to correct for method-dependent errors, such as pyrosequencing noise or chimeric sequences. Even when performed, error rates in sequences may be high, and consensus sequences created by sequence clustering therefore better represent operational taxonomic units. We recommend a data analysis workflow that includes sequence denoising, chimera removal, sequence trimming before clustering and random resampling before calculating diversity parameters. The newly developed free pipeline (SEED) introduced here can be used to perform all the required analytical steps. The improvement and unification of data analysis procedures should make future studies both more reliable and comparable and allow meta-studies to be performed to provide more general views on fungal diversity, biogeography or ecology.	2013	10.1007/s00374-013-0801-y
Keiser, AD; Knoepp, JD; Bradford, MA	Microbial communities may modify how litter quality affects potential decomposition rates as tree species migrate	PLANT AND SOIL	Climate change alters regional plant species distributions, creating new combinations of litter species and soil communities. Biogeographic patterns in microbial communities relate to dissimilarity in microbial community function, meaning novel litters to communities may decompose differently than predicted from their chemical composition. Therefore, the effect of a litter species in the biogeochemical cycle of its current environment may not predict patterns after migration. Under a tree migration sequence we test whether litter quality alone drives litter decomposition, or whether soil communities modify quality effects. Litter and soils were sampled across an elevation gradient of different overstory species where lower elevation species are predicted to migrate upslope. We use a common garden, laboratory microcosm design (soil community x litter environment) with single and mixed-species litters. We find significant litter quality and microbial community effects (P < 0.001), explaining 47 % of the variation in decomposition for mixed-litters. Soil community effects are driven by the functional breadth, or historical exposure, of the microbial communities, resulting in lower decomposition of litters inoculated with upslope communities. The litter x soil community interaction suggests that litter decomposition rates in forests of changing tree species composition will be a product of both litter quality and the recipient soil community.	2013	10.1007/s11104-013-1730-0
Ramond, JB; Tshabuse, F; Bopda, CW; Cowan, DA; Tuffin, MI	Evidence of variability in the structure and recruitment of rhizospheric and endophytic bacterial communities associated with arable sweet sorghum (Sorghum bicolor (L) Moench)	PLANT AND SOIL	Sorghum is the second most cultivated crop in Africa and is a staple food source in many African communities. Exploiting the associated plant growth-promoting bacteria (PGPB) has potential as an agricultural biotechnology strategy to enhance sorghum growth, yield and nutritional properties. Therefore this study aimed to evaluate factors that shape bacterial communities associated with sorghum farmed in South Africa, and to detect bacteria consistently associated with sorghum which may impart PGP activities. Terminal-Restriction Fragment Length Polymorphism (T-RFLP) was used to assess factors that potentially shape rhizospheric (rhizosphere and rhizoplane) and endophytic (root, shoot, stem) bacterial communities associated with South African sorghum, and together with Denaturing Gradient Gel Electrophoresis (DGGE) to identify consistently sorghum-associated bacterial taxa. The sorghum rhizospheric communities were less variable than the endophytic ones. Geographical location was the main driver in describing bacterial community assemblages found in rhizospheric sorghum-linked niches, with total NO3-N, NH4-N, nitrogen, carbon, pH and, to a lesser extent, clay content identified as the main abiotic factors shaping sorghum-associated soil communities. Endophytic communities presented rather stochastic assemblages, with pH being the main variable explaining their structures. Despite community variations, specific bacterial taxa were consistently detected in sorghum-created rhizospheric and endophytic environments, irrespective of environmental factor effects. Soil structure and composition, which are influenced by agricultural practices, played major roles in shaping sorghum-associated edaphic bacterial communities. In contrast, endophytic bacterial communities displayed more variation. Nevertheless, potentially agronomically relevant (cyano)bacterial taxa constantly associated with sorghum were identified which is suggestive of their deterministic recruitment.	2013	10.1007/s11104-013-1737-6
Fierer, N; Ladau, J; Clemente, JC; Leff, JW; Owens, SM; Pollard, KS; Knight, R; Gilbert, JA; McCulley, RL	Reconstructing the Microbial Diversity and Function of Pre-Agricultural Tallgrass Prairie Soils in the United States	SCIENCE	Native tallgrass prairie once dominated much of the midwestern United States, but this biome and the soil microbial diversity that once sustained this highly productive system have been almost completely eradicated by decades of agricultural practices. We reconstructed the soil microbial diversity that once existed in this biome by analyzing relict prairie soils and found that the biogeographical patterns were largely driven by changes in the relative abundance of Verrucomicrobia, a poorly studied bacterial phylum that appears to dominate many prairie soils. Shotgun metagenomic data suggested that these spatial patterns were associated with strong shifts in carbon dynamics. We show that metagenomic approaches can be used to reconstruct below-ground biogeochemical and diversity gradients in endangered ecosystems; such information could be used to improve restoration efforts, given that even small changes in below-ground microbial diversity can have important impacts on ecosystem processes.	2013	10.1126/science.1243768
Bobrov, A; Krasilnikov, P; Garcia-Calderon, NE	Biogeography of testate amoebae in the soils of Mexico	BIODIVERSITY AND CONSERVATION	We studied testate amoebae (testates) in the soils of coniferous and deciduous forests and in the wetland and aquatic habitats of Mexico. In 141 samples we found 205 taxa identified to the species or intraspecies level and 68 testate amoebae, which could not be identified to the species level. The highest species diversity of testates was found in the soils of the tropical rainforest (126 species and intraspecific taxa, including spp.) and in tropical wetlands (144 species and intraspecific taxa, including spp.). The study documented testate amoebae with a limited geographical distribution (genera Centropyxis, Cornuapyxis, Ellipsopyxis, Hoogenraadia, Planhoogenraadia, Apolimia, Certesella, Apodera, and Alocodera). We found that testate amoebae in the soils of Mexico had a high level of polymorphism and individual variability. We discuss the value of soil testate amoebae for defining biogeographical regions of Mexico.	2013	10.1007/s10531-013-0558-5
Pita, L; Turon, X; Lopez-Legentil, S; Erwin, PM	Host rules: spatial stability of bacterial communities associated with marine sponges (Ircinia spp.) in the Western Mediterranean Sea	FEMS MICROBIOLOGY ECOLOGY	Dispersal limitation and environmental selection are the main processes shaping free-living microbial communities, but host-related factors may also play a major role in structuring symbiotic communities. Here, we aimed to determine the effects of isolation-by-distance and host species on the spatial structure of sponge-associated bacterial communities using as a model the abundant demosponge genus Ircinia. We targeted three co-occurring Ircinia species and used terminal restriction fragment length polymorphism (T-RFLP) analysis of 16S rRNA gene sequences to explore the differentiation of their bacterial communities across a scale of hundreds of kilometres in the Western Mediterranean Sea. Multivariate analysis and nonmetric multidimensional scaling plots of T-RFLP profiles showed that bacterial communities in Ircinia sponges were structured by host species and remained stable across sampling locations, despite geographic distances (80-800km) and diverse local conditions. While significant differences among some locations were observed in Ircinia variabilis-derived communities, no correlation between geographic distance and community similarity was consistently detected for symbiotic bacteria in any host sponge species. Our results indicate that bacterial communities are mostly shaped by host species-specific factors and suggest that evolutionary processes acting on long-term symbiotic relationships have favored spatial stability of sponge-associated bacterial communities.	2013	10.1111/1574-6941.12159
Lee, JE; Buckley, HL; Etienne, RS; Lear, G	Both species sorting and neutral processes drive assembly of bacterial communities in aquatic microcosms	FEMS MICROBIOLOGY ECOLOGY	A focus of ecology is to determine drivers of community assembly. Here, we investigate effects of immigration and species sorting (environmental selection) on structuring aquatic bacterial communities in both colonised and previously uncolonised environments. We used nonsterilised and presterilised water from three chemically distinct ponds to establish microcosms, which were opened for 12, 24, 48, 96 or 167h and then closed again to allow airborne bacterial immigration and subsequent succession. Community similarity, richness, evenness and the parameters of a neutral model were investigated after 167h. Immigration appeared to govern the assembly of communities in the presterilised water as there were no significant differences in evenness among microcosm communities containing water from each pond. Statistical estimation of neutral model parameters confirmed these findings, because the estimated immigration rate changed significantly with time of exposure to immigration. Species sorting also occurred because significant differences in community similarity (for presterilised and nonsterilised communities) and evenness (only for nonsterilised communities) were detected among microcosms containing different pond water; the magnitude of these differences was greater for communities in nonsterilised microcosms. Our study provides evidence for both processes being important during the colonisation of aquatic environments and presents a novel way to apply the neutral model.	2013	10.1111/1574-6941.12161
Borer, ET; Kinkel, LL; May, G; Seabloom, EW	The world within: Quantifying the determinants and outcomes of a hosts microbiome	BASIC AND APPLIED ECOLOGY	The fungal, bacterial, and viral microbial communities embedded as endosymbionts within all free-living organisms are extremely diverse and encode the vast majority of genes in the biosphere. Microbes in a human, for example, account for 100 times more genes than their host; similar results are emerging for virtually all free-living organisms. Disease is the best studied host-microbe interaction, but endosymbiotic microbial populations and communities also are responsible for critical functions in their hosts including nutrient uptake (plants), reduction in inflammatory responses (animals), digestion (animals), anti-herbivore defenses (plants), and pathogen resistance. In spite of the tremendous diversity and functional importance of the microbial biome to free-living organisms, we have little predictive understanding of the biotic and abiotic factors controlling within-host microbial community composition or the spatial scales at which anthropogenic changes affect host and microbial community interactions and functions. Current research suggests that anthropogenic changes to nutrient supply and food web composition can affect biological systems at scales ranging from individuals to continents. However, while current studies are clarifying the effects of some of these drivers on the structure and functioning of ecosystems, we have far less knowledge of their effects on microbial communities residing within hosts. Given the accelerating progress in metagenome studies, we are poised to make rapid advances in understanding the determinants and effects of within-host microbial communities.	2013	10.1016/j.baae.2013.08.009
Vanormelingen, P; Evans, KM; Chepurnov, VA; Vyverman, W; Mann, DG	Molecular species discovery in the diatom Sellaphora and its congruence with mating trials	FOTTEA	Many diatom and other microbial eukaryote morphospecies consist of a variable number of (pseudo)cryptic species, with obvious consequences for such fields as biogeography and community ecology. Here, we investigated the species limits of morphologically similar small celled strains of the model diatom Sellaphora from the United Kingdom and Australia, using coxl mitochondrial and rbeL chloroplast gene sequences. Based on coxl sequence data, the sequenced strains belonged to six closely related lineages, presumably species, of which one corresponds to the previously described S. auldreekie D.G. MANN & S.M. MCDONALD. Although rbcL displayed less sequence variation, the same six lineages were also recovered in an rbeL phylogeny of the genus. Molecular species discovery was compared to mating trials involving three of the lineages, showing that they were reproductively isolated. Incomplete evidence from a fourth lineage suggested that it too was reproductively isolated. A posteriori examination of light microscope morphology revealed no simple metrics or presence/absence characters that could consistently separate all species of the auldreekie complex, even though some do differ in pole width or stria density. While it is premature to make conclusions about their biogeography, it is obvious that a number of cryptic Sellaphora species thus far undetected in the UK are easily found at several localities in warm temperate Australia.	2013	
Washington, VJ; Lear, G; Neale, MW; Lewis, GD	Environmental effects on biofilm bacterial communities: a comparison of natural and anthropogenic factors in New Zealand streams	FRESHWATER BIOLOGY	We investigated the resident bacterial communities within the biofilm of 252 streams in New Zealand with the aim of assessing the community variation associated with natural and anthropogenic-influenced environmental characteristics. This work is part of a larger project investigating the use of bacterial communities as biological indicators, and here we assess how predictable the variation in bacterial community is in response to environmental influences. Samples of epilithic biofilm were collected in the Austral Summer of 2010, and bacterial communities were characterised using the DNA-fingerprinting technique automated ribosomal intergenic spacer analysis (ARISA). Multivariate analysis of the ARISA data revealed that geographical location (region) was a better predictor of bacterial community structure than land use. Our finding that taxon richness varied with geographical location, decreasing along a north to south (increasing latitude) gradient, and that land use had no significant effect on taxon richness suggests that bacterial communities have great potential to act as biological indicators of stream health. In particular, the maintenance of taxon richness at impacted sites is a key advantage since the local extinction of many traditional indicator organisms, such as fish or macroinvertebrates, often precludes their further use. Our conceptual model of bacterial community structure proposes that stream biofilm communities are comprised of four broad groups of bacteria: ubiquitous bacteria (found at all sites), region-specific bacteria (those representative of geographical areas), natural-state bacteria (those associated with unmodified systems) and impact-related bacteria (those associated with human activities). The proportion of these four groups at a particular sample site would provide the basis of a novel bacterial community index of stream health.	2013	10.1111/fwb.12208
Briggs, BR; Graw, M; Brodie, EL; Bahk, JJ; Kim, SH; Hyun, JH; Kim, JH; Torres, M; Colwell, FS	Microbial distributions detected by an oligonucleotide microarray across geochemical zones associated with methane in marine sediments from the Ulleung Basin	MARINE AND PETROLEUM GEOLOGY	The biogeochemical processes that occur in marine sediments on continental margins are complex; however, from one perspective they can be considered with respect to three geochemical zones based on the presence and form of methane: sulfate-methane transition (SMTZ), gas hydrate stability zone (GHSZ), and free gas zone (FGZ). These geochemical zones may harbor distinct microbial communities that are important in biogeochemical carbon cycles. The objective of this study was to describe the microbial communities in sediments from the SMTZ, GHSZ, and FGZ using molecular ecology methods (i.e. PhyloChip microarray analysis and terminal restriction fragment length polymorphism (T-RFLP)) and examining the results in the context of non-biological parameters in the sediments. Non-metric multidimensional scaling and multi-response permutation procedures were used to determine whether microbial community compositions were significantly different in the three geochemical zones and to correlate samples with abiotic characteristics of the sediments. This analysis indicated that microbial communities from all three zones were distinct from one another and that variables such as sulfate concentration, hydrate saturation of the nearest gas hydrate layer, and depth (or unmeasured variables associated with depth e.g. temperature, pressure) were correlated to differences between the three zones. The archaeal anaerobic methanotrophs typically attributed to performing anaerobic oxidation of methane were not detected in the SMTZ; however, the marine benthic group-B, which is often found in SMTZ, was detected. Within the GHSZ, samples that were typically closer to layers that contained higher hydrate saturation had indicator sequences related to Vibrio-type taxa. These results suggest that the biogeographic patterns of microbial communities in marine sediments are distinct based on geochemical zones defined by methane. (C) 2013 Published by Elsevier Ltd.	2013	10.1016/j.marpetgeo.2013.02.015
Jadoon, WA; Nakai, R; Naganuma, T	Biogeographical note on Antarctic microflorae: Endemism and cosmopolitanism	GEOSCIENCE FRONTIERS	This study deals with the biogeography of Antarctic microflora (Antarctica acts as best model to study microbial biogeography) such as cyanobacteria and selected halophiles with special emphasis on Halomonas variabilis and Bacillus licheniformis. Halophiles are known to be resistant not only to salt stress, but also to extreme temperature, pressure, and aridity and they are capable of surviving in harsh environments such as polar regions, deep-sea habitats, and deserts. Many microbes are known to be resistant to hostile environmental conditions, and are capable of surviving in harsh environments. Our group has isolated 444 strains belonging to 28 genera of halophiles from various environments around the world. The 16S rRNA gene sequences revealed that many of the isolated strains from geographically distant habitats having different environmental conditions, were closely related to each other, with some strains possessing 100% identical sequences. Organisms possessing survival mechanism such as spore formation are usually ubiquitous. The genus Halomonas is represented by potentially endemic strains and the ubiquitous H. variabilis, while spore-forming B. licheniformis showed cosmopolitan distribution. One potentially endemic (moderate endemicity that is regional and/or continental distribution) strain was reported from Syowa station, East Antarctica, and Mario Zucchelli station, West Antarctica, which are geographically separated by 3000 km. Moreover, 15 strains having 100% similarity with B. licheniformis were considered cosmopolitans. The results of this work provide support for the middle-ground model that some microbes have moderate endemicity and others have cosmopolitan distribution. These results will contribute to a greater understanding of microbial biogeography with special emphasis on Antarctica. (C) 2012, China University of Geosciences (Beijing) and Peking University. Production and hosting by Elsevier B.V. All rights reserved.	2013	10.1016/j.gsf.2012.11.002
Zhu, DC; Tanabe, SH; Yang, C; Zhang, WM; Sun, JZ	Bacterial Community Composition of South China Sea Sediments through Pyrosequencing-Based Analysis of 16S rRNA Genes	PLOS ONE	Background: Subseafloor sediments accumulate large amounts of organic and inorganic materials that contain a highly diverse microbial ecosystem. The aim of this study was to survey the bacterial community of subseafloor sediments from the South China Sea. Methodology/Principal Findings: Pyrosequencing of over 265,000 amplicons of the V3 hypervariable region of the 16S ribosomal RNA gene was performed on 16 sediment samples collected from multiple locations in the northern region of the South China Sea from depths ranging from 35 to 4000 m. A total of 9,726 operational taxonomic units (OTUs; between 695 and 2819 unique OTUs per sample) at 97% sequence similarity level were generated. In total, 40 bacterial phyla including 22 formally described phyla and 18 candidate phyla, with Proteobacteria, Firmicutes, Planctomycetes, Actinobacteria and Chloroflexi being most diverse, were identified. The most abundant phylotype, accounting for 42.6% of all sequences, belonged to Gammaproteobacteria, which possessed absolute predominance in the samples analyzed. Among the 18 candidate phyla, 12 were found for the first time in the South China Sea. Conclusions: This study provided a novel insight into the composition of bacterial communities of the South China Sea subseafloor. Furthermore, abundances and community similarity analysis showed that the compositions of the bacterial communities are very similar at phylum level at different depths from 35-4000 m.	2013	10.1371/journal.pone.0078501
Salgado-Salazar, C; Rossman, AY; Chaverri, P	Not as Ubiquitous as We Thought: Taxonomic Crypsis, Hidden Diversity and Cryptic Speciation in the Cosmopolitan Fungus Thelonectria discophora (Nectriaceae, Hypocreales, Ascomycota)	PLOS ONE	The distribution of microbial species, including fungi, has long been considered cosmopolitan. Recently, this perception has been challenged by molecular studies in historical biogeography, phylogeny and population genetics. Here we explore this issue using the fungal morphological species Thelonectria discophora, one of the most common species of fungi in the family Nectriaceae, encountered in almost all geographic regions and considered as a cosmopolitan taxon. In order to determine if T. discophora is a single cosmopolitan species or an assemblage of sibling species, we conducted various phylogenetic analyses, including standard gene concatenation, Bayesian concordance methods, and coalescent-based species tree reconstruction on isolates collected from a wide geographic range. Results show that diversity among isolates referred as T. discophora is greatly underestimated and that it represents a species complex. Within this complex, sixteen distinct highly supported lineages were recovered, each of which has a restricted geographic distribution and ecology. The taxonomic status of isolates regarded as T. discophora is reconsidered, and the assumed cosmopolitan distribution of this species is rejected. We discuss how assumptions about geographically widespread species have implications regarding their taxonomy, true diversity, biological diversity conservation, and ecological functions.	2013	10.1371/journal.pone.0076737
Carson, HS; Nerheim, MS; Carroll, KA; Eriksen, M	The plastic-associated microorganisms of the North Pacific Gyre	MARINE POLLUTION BULLETIN	Microorganisms likely mediate processes affecting the fate and impacts of marine plastic pollution, including degradation, chemical adsorption, and colonization or ingestion by macroorganisms. We investigated the relationship between plastic-associated microorganism communities and factors such as location, temperature, salinity, plankton abundance, plastic concentration, item size, surface roughness, and polymer type. Small plastic items from the surface of the North Pacific Gyre in 2011 were examined using scanning electron microscopy. Bacillus bacteria (mean 1664 +/- 247 individuals mm(-2)) and pennate diatoms (1097 +/- 154 mm(-2)) were most abundant, with coccoid bacteria, centric diatoms, dinoflagellates, coccolithophores, and radiolarians present. Bacterial abundance was patchy, but increased on foamed polystyrene. Diatom abundance increased on items with rough surfaces and at sites with high plastic concentrations. Morphotype richness increased slightly on larger fragments, and a biogeographic transition occurred between pennate diatom groups. Better characterizing this community will aid in understanding how it interacts with plastic pollution. (C) 2013 Elsevier Ltd. All rights reserved.	2013	10.1016/j.marpolbul.2013.07.054
